,trip_date,time_indicator,trips,Day,Weekday ,Holiday ,Month,Season
1266,21/9/19,PM Period,13138,SATURDAY,WEEKEND,0,9,Autumn
1268,21/9/19,Lunch Period,6180,SATURDAY,WEEKEND,0,9,Autumn
24,22/9/19,Lunch Period,6576,SUNDAY,WEEKEND,0,9,Autumn
545,22/9/19,Night,11522,SUNDAY,WEEKEND,0,9,Autumn
548,22/9/19,AM Period,4862,SUNDAY,WEEKEND,0,9,Autumn
592,22/9/19,PM Period,12508,SUNDAY,WEEKEND,0,9,Autumn
177,23/9/19,Lunch Period,10188,MONDAY,WEEKDAY,0,9,Autumn
593,23/9/19,Night,7995,MONDAY,WEEKDAY,0,9,Autumn
744,23/9/19,PM Period,19181,MONDAY,WEEKDAY,0,9,Autumn
907,23/9/19,AM Period,11271,MONDAY,WEEKDAY,0,9,Autumn
84,24/9/19,PM Period,21361,TUESDAY,WEEKDAY,0,9,Autumn
394,24/9/19,Night,8912,TUESDAY,WEEKDAY,0,9,Autumn
446,24/9/19,Lunch Period,11398,TUESDAY,WEEKDAY,0,9,Autumn
447,24/9/19,AM Period,11885,TUESDAY,WEEKDAY,0,9,Autumn
396,25/9/19,Lunch Period,11826,WEDNESDAY,WEEKDAY,0,9,Autumn
1011,25/9/19,Night,9636,WEDNESDAY,WEEKDAY,0,9,Autumn
1068,25/9/19,AM Period,12180,WEDNESDAY,WEEKDAY,0,9,Autumn
1265,25/9/19,PM Period,21725,WEDNESDAY,WEEKDAY,0,9,Autumn
546,26/9/19,AM Period,11962,THURSDAY,WEEKDAY,0,9,Autumn
589,26/9/19,Night,10861,THURSDAY,WEEKDAY,0,9,Autumn
852,26/9/19,Lunch Period,11186,THURSDAY,WEEKDAY,0,9,Autumn
961,26/9/19,PM Period,21754,THURSDAY,WEEKDAY,0,9,Autumn
342,27/9/19,PM Period,21656,FRIDAY,WEEKDAY,0,9,Autumn
448,27/9/19,Lunch Period,12718,FRIDAY,WEEKDAY,0,9,Autumn
494,27/9/19,AM Period,10543,FRIDAY,WEEKDAY,0,9,Autumn
1264,27/9/19,Night,11968,FRIDAY,WEEKDAY,0,9,Autumn
224,28/9/19,PM Period,10924,SATURDAY,WEEKEND,0,9,Autumn
743,28/9/19,AM Period,4484,SATURDAY,WEEKEND,0,9,Autumn
1008,28/9/19,Lunch Period,5747,SATURDAY,WEEKEND,0,9,Autumn
1167,28/9/19,Night,12598,SATURDAY,WEEKEND,0,9,Autumn
591,29/9/19,Night,10846,SUNDAY,WEEKEND,0,9,Autumn
693,29/9/19,AM Period,4585,SUNDAY,WEEKEND,0,9,Autumn
1010,29/9/19,PM Period,8952,SUNDAY,WEEKEND,0,9,Autumn
1377,29/9/19,Lunch Period,5147,SUNDAY,WEEKEND,0,9,Autumn
450,30/9/19,Lunch Period,8532,MONDAY,WEEKDAY,0,9,Autumn
495,30/9/19,AM Period,9658,MONDAY,WEEKDAY,0,9,Autumn
590,30/9/19,PM Period,15799,MONDAY,WEEKDAY,0,9,Autumn
1171,30/9/19,Night,6075,MONDAY,WEEKDAY,0,9,Autumn
749,1/10/19,Night,6815,TUESDAY,WEEKDAY,0,10,Winter
1015,1/10/19,Lunch Period,9614,TUESDAY,WEEKDAY,0,10,Winter
1073,1/10/19,PM Period,18652,TUESDAY,WEEKDAY,0,10,Winter
1274,1/10/19,AM Period,10076,TUESDAY,WEEKDAY,0,10,Winter
29,2/10/19,Night,8765,WEDNESDAY,WEEKDAY,0,10,Winter
183,2/10/19,PM Period,22108,WEDNESDAY,WEEKDAY,0,10,Winter
796,2/10/19,Lunch Period,11280,WEDNESDAY,WEEKDAY,0,10,Winter
1432,2/10/19,AM Period,12443,WEDNESDAY,WEEKDAY,0,10,Winter
27,3/10/19,Lunch Period,11123,THURSDAY,WEEKDAY,0,10,Winter
750,3/10/19,Night,10462,THURSDAY,WEEKDAY,0,10,Winter
964,3/10/19,AM Period,11550,THURSDAY,WEEKDAY,0,10,Winter
1324,3/10/19,PM Period,21364,THURSDAY,WEEKDAY,0,10,Winter
290,4/10/19,Night,10301,FRIDAY,WEEKDAY,0,10,Winter
451,4/10/19,Lunch Period,10771,FRIDAY,WEEKDAY,0,10,Winter
793,4/10/19,PM Period,20459,FRIDAY,WEEKDAY,0,10,Winter
1278,4/10/19,AM Period,10563,FRIDAY,WEEKDAY,0,10,Winter
228,5/10/19,AM Period,4158,SATURDAY,WEEKEND,0,10,Winter
403,5/10/19,Night,11619,SATURDAY,WEEKEND,0,10,Winter
453,5/10/19,Lunch Period,5440,SATURDAY,WEEKEND,0,10,Winter
553,5/10/19,PM Period,12655,SATURDAY,WEEKEND,0,10,Winter
795,6/10/19,Lunch Period,5338,SUNDAY,WEEKEND,0,10,Winter
909,6/10/19,Night,9712,SUNDAY,WEEKEND,0,10,Winter
1075,6/10/19,PM Period,8966,SUNDAY,WEEKEND,0,10,Winter
1438,6/10/19,AM Period,4146,SUNDAY,WEEKEND,0,10,Winter
28,7/10/19,AM Period,10185,MONDAY,WEEKDAY,0,10,Winter
689,7/10/19,Night,6561,MONDAY,WEEKDAY,0,10,Winter
908,7/10/19,PM Period,16266,MONDAY,WEEKDAY,0,10,Winter
912,7/10/19,Lunch Period,9150,MONDAY,WEEKDAY,0,10,Winter
229,8/10/19,Night,6801,TUESDAY,WEEKDAY,0,10,Winter
690,8/10/19,Lunch Period,9828,TUESDAY,WEEKDAY,0,10,Winter
1433,8/10/19,PM Period,17875,TUESDAY,WEEKDAY,0,10,Winter
1437,8/10/19,AM Period,10285,TUESDAY,WEEKDAY,0,10,Winter
642,9/10/19,Night,7843,WEDNESDAY,WEEKDAY,0,10,Winter
746,9/10/19,PM Period,18393,WEDNESDAY,WEEKDAY,0,10,Winter
748,9/10/19,Lunch Period,9574,WEDNESDAY,WEEKDAY,0,10,Winter
1014,9/10/19,AM Period,10059,WEDNESDAY,WEEKDAY,0,10,Winter
128,10/10/19,PM Period,22073,THURSDAY,WEEKDAY,0,10,Winter
182,10/10/19,AM Period,11045,THURSDAY,WEEKDAY,0,10,Winter
1277,10/10/19,Lunch Period,11016,THURSDAY,WEEKDAY,0,10,Winter
1430,10/10/19,Night,10668,THURSDAY,WEEKDAY,0,10,Winter
554,11/10/19,AM Period,11669,FRIDAY,WEEKDAY,0,10,Winter
640,11/10/19,Lunch Period,12440,FRIDAY,WEEKDAY,0,10,Winter
747,11/10/19,PM Period,23942,FRIDAY,WEEKDAY,0,10,Winter
1225,11/10/19,Night,11014,FRIDAY,WEEKDAY,0,10,Winter
90,12/10/19,PM Period,12510,SATURDAY,WEEKEND,0,10,Winter
913,12/10/19,Night,11243,SATURDAY,WEEKEND,0,10,Winter
1076,12/10/19,AM Period,4851,SATURDAY,WEEKEND,0,10,Winter
1280,12/10/19,Lunch Period,6756,SATURDAY,WEEKEND,0,10,Winter
91,13/10/19,Night,10175,SUNDAY,WEEKEND,0,10,Winter
346,13/10/19,PM Period,12201,SUNDAY,WEEKEND,0,10,Winter
595,13/10/19,AM Period,4629,SUNDAY,WEEKEND,0,10,Winter
1435,13/10/19,Lunch Period,5804,SUNDAY,WEEKEND,0,10,Winter
26,14/10/19,Night,7431,MONDAY,WEEKDAY,1,10,Winter
347,14/10/19,AM Period,9731,MONDAY,WEEKDAY,1,10,Winter
1125,14/10/19,Lunch Period,9329,MONDAY,WEEKDAY,1,10,Winter
1431,14/10/19,PM Period,17234,MONDAY,WEEKDAY,1,10,Winter
129,15/10/19,PM Period,21549,TUESDAY,WEEKDAY,0,10,Winter
402,15/10/19,Night,8559,TUESDAY,WEEKDAY,0,10,Winter
691,15/10/19,AM Period,11361,TUESDAY,WEEKDAY,0,10,Winter
1436,15/10/19,Lunch Period,11285,TUESDAY,WEEKDAY,0,10,Winter
131,16/10/19,AM Period,12057,WEDNESDAY,WEEKDAY,0,10,Winter
136,16/10/19,Lunch Period,11974,WEDNESDAY,WEEKDAY,0,10,Winter
594,16/10/19,PM Period,22028,WEDNESDAY,WEEKDAY,0,10,Winter
1325,16/10/19,Night,9653,WEDNESDAY,WEEKDAY,0,10,Winter
133,17/10/19,PM Period,21636,THURSDAY,WEEKDAY,0,10,Winter
350,17/10/19,Night,11010,THURSDAY,WEEKDAY,0,10,Winter
855,17/10/19,AM Period,11635,THURSDAY,WEEKDAY,0,10,Winter
966,17/10/19,Lunch Period,11813,THURSDAY,WEEKDAY,0,10,Winter
291,18/10/19,AM Period,10074,FRIDAY,WEEKDAY,0,10,Winter
452,18/10/19,Night,11607,FRIDAY,WEEKDAY,0,10,Winter
1223,18/10/19,Lunch Period,10962,FRIDAY,WEEKDAY,0,10,Winter
1279,18/10/19,PM Period,20838,FRIDAY,WEEKDAY,0,10,Winter
184,19/10/19,PM Period,12400,SATURDAY,WEEKEND,0,10,Winter
185,19/10/19,Night,12820,SATURDAY,WEEKEND,0,10,Winter
551,19/10/19,Lunch Period,6279,SATURDAY,WEEKEND,0,10,Winter
1434,19/10/19,AM Period,4356,SATURDAY,WEEKEND,0,10,Winter
549,20/10/19,Lunch Period,6088,SUNDAY,WEEKEND,0,10,Winter
1173,20/10/19,AM Period,4871,SUNDAY,WEEKEND,0,10,Winter
1224,20/10/19,PM Period,10972,SUNDAY,WEEKEND,0,10,Winter
1323,20/10/19,Night,11906,SUNDAY,WEEKEND,0,10,Winter
92,21/10/19,PM Period,17925,MONDAY,WEEKDAY,0,10,Winter
349,21/10/19,Lunch Period,10235,MONDAY,WEEKDAY,0,10,Winter
1012,21/10/19,Night,8037,MONDAY,WEEKDAY,0,10,Winter
1126,21/10/19,AM Period,11230,MONDAY,WEEKDAY,0,10,Winter
135,22/10/19,AM Period,12015,TUESDAY,WEEKDAY,0,10,Winter
398,22/10/19,PM Period,20388,TUESDAY,WEEKDAY,0,10,Winter
794,22/10/19,Lunch Period,11445,TUESDAY,WEEKDAY,0,10,Winter
1072,22/10/19,Night,8734,TUESDAY,WEEKDAY,0,10,Winter
130,23/10/19,Lunch Period,11427,WEDNESDAY,WEEKDAY,0,10,Winter
550,23/10/19,AM Period,11465,WEDNESDAY,WEEKDAY,0,10,Winter
965,23/10/19,PM Period,20405,WEDNESDAY,WEEKDAY,0,10,Winter
1013,23/10/19,Night,9072,WEDNESDAY,WEEKDAY,0,10,Winter
89,24/10/19,Lunch Period,11097,THURSDAY,WEEKDAY,0,10,Winter
639,24/10/19,AM Period,11242,THURSDAY,WEEKDAY,0,10,Winter
910,24/10/19,PM Period,21265,THURSDAY,WEEKDAY,0,10,Winter
1276,24/10/19,Night,10641,THURSDAY,WEEKDAY,0,10,Winter
745,25/10/19,AM Period,9825,FRIDAY,WEEKDAY,0,10,Winter
1074,25/10/19,Night,10931,FRIDAY,WEEKDAY,0,10,Winter
1172,25/10/19,PM Period,20317,FRIDAY,WEEKDAY,0,10,Winter
1272,25/10/19,Lunch Period,10941,FRIDAY,WEEKDAY,0,10,Winter
400,26/10/19,PM Period,14881,SATURDAY,WEEKEND,0,10,Winter
552,26/10/19,Night,12564,SATURDAY,WEEKEND,0,10,Winter
692,26/10/19,Lunch Period,6394,SATURDAY,WEEKEND,0,10,Winter
1379,26/10/19,AM Period,4279,SATURDAY,WEEKEND,0,10,Winter
227,27/10/19,Lunch Period,5554,SUNDAY,WEEKEND,0,10,Winter
348,27/10/19,Night,11505,SUNDAY,WEEKEND,0,10,Winter
399,27/10/19,PM Period,10906,SUNDAY,WEEKEND,0,10,Winter
641,27/10/19,AM Period,5239,SUNDAY,WEEKEND,0,10,Winter
25,28/10/19,Night,7892,MONDAY,WEEKDAY,0,10,Winter
132,28/10/19,AM Period,10684,MONDAY,WEEKDAY,0,10,Winter
134,28/10/19,PM Period,17956,MONDAY,WEEKDAY,0,10,Winter
597,28/10/19,Lunch Period,8798,MONDAY,WEEKDAY,0,10,Winter
180,29/10/19,AM Period,12159,TUESDAY,WEEKDAY,0,10,Winter
401,29/10/19,Lunch Period,10976,TUESDAY,WEEKDAY,0,10,Winter
1016,29/10/19,Night,8689,TUESDAY,WEEKDAY,0,10,Winter
1378,29/10/19,PM Period,21027,TUESDAY,WEEKDAY,0,10,Winter
181,30/10/19,AM Period,12848,WEDNESDAY,WEEKDAY,0,10,Winter
498,30/10/19,PM Period,21718,WEDNESDAY,WEEKDAY,0,10,Winter
911,30/10/19,Night,9178,WEDNESDAY,WEEKDAY,0,10,Winter
1275,30/10/19,Lunch Period,12274,WEDNESDAY,WEEKDAY,0,10,Winter
596,31/10/19,Night,8047,THURSDAY,WEEKDAY,0,10,Winter
687,31/10/19,PM Period,20308,THURSDAY,WEEKDAY,0,10,Winter
792,31/10/19,Lunch Period,10904,THURSDAY,WEEKDAY,0,10,Winter
1273,31/10/19,AM Period,11322,THURSDAY,WEEKDAY,0,10,Winter
20,1/11/19,Lunch Period,10303,FRIDAY,WEEKDAY,0,11,Winter
282,1/11/19,Night,11528,FRIDAY,WEEKDAY,0,11,Winter
387,1/11/19,PM Period,20276,FRIDAY,WEEKDAY,0,11,Winter
443,1/11/19,AM Period,10759,FRIDAY,WEEKDAY,0,11,Winter
585,2/11/19,Night,11888,SATURDAY,WEEKEND,0,11,Winter
586,2/11/19,Lunch Period,5473,SATURDAY,WEEKEND,0,11,Winter
740,2/11/19,AM Period,3922,SATURDAY,WEEKEND,0,11,Winter
1262,2/11/19,PM Period,11326,SATURDAY,WEEKEND,0,11,Winter
285,3/11/19,Night,10524,SUNDAY,WEEKEND,0,11,Winter
340,3/11/19,AM Period,4701,SUNDAY,WEEKEND,0,11,Winter
492,3/11/19,PM Period,8374,SUNDAY,WEEKEND,0,11,Winter
587,3/11/19,Lunch Period,4875,SUNDAY,WEEKEND,0,11,Winter
123,4/11/19,Night,6541,MONDAY,WEEKDAY,0,11,Winter
336,4/11/19,PM Period,17096,MONDAY,WEEKDAY,0,11,Winter
442,4/11/19,Lunch Period,8883,MONDAY,WEEKDAY,0,11,Winter
684,4/11/19,AM Period,10030,MONDAY,WEEKDAY,0,11,Winter
9,5/11/19,AM Period,10759,TUESDAY,WEEKDAY,0,11,Winter
899,5/11/19,Lunch Period,10342,TUESDAY,WEEKDAY,0,11,Winter
1116,5/11/19,PM Period,20020,TUESDAY,WEEKDAY,0,11,Winter
1428,5/11/19,Night,7642,TUESDAY,WEEKDAY,0,11,Winter
17,6/11/19,PM Period,20426,WEDNESDAY,WEEKDAY,0,11,Winter
490,6/11/19,Lunch Period,10502,WEDNESDAY,WEEKDAY,0,11,Winter
676,6/11/19,Night,8778,WEDNESDAY,WEEKDAY,0,11,Winter
679,6/11/19,AM Period,10939,WEDNESDAY,WEEKDAY,0,11,Winter
539,7/11/19,AM Period,11990,THURSDAY,WEEKDAY,0,11,Winter
632,7/11/19,Night,10555,THURSDAY,WEEKDAY,0,11,Winter
1106,7/11/19,PM Period,21804,THURSDAY,WEEKDAY,0,11,Winter
1164,7/11/19,Lunch Period,11975,THURSDAY,WEEKDAY,0,11,Winter
222,8/11/19,PM Period,19581,FRIDAY,WEEKDAY,0,11,Winter
898,8/11/19,Lunch Period,10705,FRIDAY,WEEKDAY,0,11,Winter
1370,8/11/19,AM Period,10303,FRIDAY,WEEKDAY,0,11,Winter
1427,8/11/19,Night,9768,FRIDAY,WEEKDAY,0,11,Winter
170,9/11/19,Night,11341,SATURDAY,WEEKEND,0,11,Winter
444,9/11/19,PM Period,10930,SATURDAY,WEEKEND,0,11,Winter
636,9/11/19,AM Period,3995,SATURDAY,WEEKEND,0,11,Winter
686,9/11/19,Lunch Period,5418,SATURDAY,WEEKEND,0,11,Winter
541,10/11/19,Night,10473,SUNDAY,WEEKEND,0,11,Winter
788,10/11/19,AM Period,4307,SUNDAY,WEEKEND,0,11,Winter
902,10/11/19,Lunch Period,5383,SUNDAY,WEEKEND,0,11,Winter
1115,10/11/19,PM Period,10114,SUNDAY,WEEKEND,0,11,Winter
339,11/11/19,Night,7782,MONDAY,WEEKDAY,1,11,Winter
683,11/11/19,Lunch Period,7764,MONDAY,WEEKDAY,1,11,Winter
901,11/11/19,AM Period,9785,MONDAY,WEEKDAY,1,11,Winter
956,11/11/19,PM Period,17953,MONDAY,WEEKDAY,1,11,Winter
175,12/11/19,AM Period,13217,TUESDAY,WEEKDAY,0,11,Winter
633,12/11/19,PM Period,22509,TUESDAY,WEEKDAY,0,11,Winter
681,12/11/19,Lunch Period,11525,TUESDAY,WEEKDAY,0,11,Winter
682,12/11/19,Night,10070,TUESDAY,WEEKDAY,0,11,Winter
174,13/11/19,PM Period,22320,WEDNESDAY,WEEKDAY,0,11,Winter
634,13/11/19,Lunch Period,12320,WEDNESDAY,WEEKDAY,0,11,Winter
847,13/11/19,Night,9109,WEDNESDAY,WEEKDAY,0,11,Winter
1261,13/11/19,AM Period,13048,WEDNESDAY,WEEKDAY,0,11,Winter
16,14/11/19,AM Period,11941,THURSDAY,WEEKDAY,0,11,Winter
337,14/11/19,Lunch Period,12174,THURSDAY,WEEKDAY,0,11,Winter
845,14/11/19,PM Period,21980,THURSDAY,WEEKDAY,0,11,Winter
1260,14/11/19,Night,10875,THURSDAY,WEEKDAY,0,11,Winter
389,15/11/19,Night,9827,FRIDAY,WEEKDAY,0,11,Winter
685,15/11/19,Lunch Period,10807,FRIDAY,WEEKDAY,0,11,Winter
741,15/11/19,AM Period,10801,FRIDAY,WEEKDAY,0,11,Winter
786,15/11/19,PM Period,19551,FRIDAY,WEEKDAY,0,11,Winter
542,16/11/19,PM Period,10912,SATURDAY,WEEKEND,0,11,Winter
742,16/11/19,Lunch Period,4929,SATURDAY,WEEKEND,0,11,Winter
900,16/11/19,Night,11289,SATURDAY,WEEKEND,0,11,Winter
1006,16/11/19,AM Period,3401,SATURDAY,WEEKEND,0,11,Winter
286,17/11/19,AM Period,3533,SUNDAY,WEEKEND,0,11,Winter
787,17/11/19,PM Period,7873,SUNDAY,WEEKEND,0,11,Winter
903,17/11/19,Lunch Period,4553,SUNDAY,WEEKEND,0,11,Winter
1119,17/11/19,Night,9878,SUNDAY,WEEKEND,0,11,Winter
540,18/11/19,AM Period,10731,MONDAY,WEEKDAY,0,11,Winter
1066,18/11/19,PM Period,18525,MONDAY,WEEKDAY,0,11,Winter
1318,18/11/19,Lunch Period,9263,MONDAY,WEEKDAY,0,11,Winter
1320,18/11/19,Night,7192,MONDAY,WEEKDAY,0,11,Winter
588,19/11/19,Night,8014,TUESDAY,WEEKDAY,0,11,Winter
897,19/11/19,Lunch Period,11153,TUESDAY,WEEKDAY,0,11,Winter
1259,19/11/19,PM Period,20621,TUESDAY,WEEKDAY,0,11,Winter
1316,19/11/19,AM Period,10940,TUESDAY,WEEKDAY,0,11,Winter
953,20/11/19,Night,8772,WEDNESDAY,WEEKDAY,0,11,Winter
1065,20/11/19,AM Period,11113,WEDNESDAY,WEEKDAY,0,11,Winter
1165,20/11/19,Lunch Period,10770,WEDNESDAY,WEEKDAY,0,11,Winter
1369,20/11/19,PM Period,20069,WEDNESDAY,WEEKDAY,0,11,Winter
173,21/11/19,AM Period,12537,THURSDAY,WEEKDAY,0,11,Winter
223,21/11/19,Night,10365,THURSDAY,WEEKDAY,0,11,Winter
491,21/11/19,PM Period,21636,THURSDAY,WEEKDAY,0,11,Winter
785,21/11/19,Lunch Period,11286,THURSDAY,WEEKDAY,0,11,Winter
79,22/11/19,PM Period,20959,FRIDAY,WEEKDAY,0,11,Winter
80,22/11/19,Night,11332,FRIDAY,WEEKDAY,0,11,Winter
283,22/11/19,AM Period,10286,FRIDAY,WEEKDAY,0,11,Winter
1368,22/11/19,Lunch Period,10627,FRIDAY,WEEKDAY,0,11,Winter
81,23/11/19,AM Period,3677,SATURDAY,WEEKEND,0,11,Winter
635,23/11/19,Lunch Period,5507,SATURDAY,WEEKEND,0,11,Winter
1118,23/11/19,Night,11859,SATURDAY,WEEKEND,0,11,Winter
1219,23/11/19,PM Period,9237,SATURDAY,WEEKEND,0,11,Winter
341,24/11/19,AM Period,3950,SUNDAY,WEEKEND,0,11,Winter
957,24/11/19,Lunch Period,4501,SUNDAY,WEEKEND,0,11,Winter
958,24/11/19,Night,8696,SUNDAY,WEEKEND,0,11,Winter
1007,24/11/19,PM Period,7691,SUNDAY,WEEKEND,0,11,Winter
18,25/11/19,Lunch Period,8152,MONDAY,WEEKDAY,0,11,Winter
1120,25/11/19,Night,5064,MONDAY,WEEKDAY,0,11,Winter
1217,25/11/19,AM Period,8552,MONDAY,WEEKDAY,0,11,Winter
1317,25/11/19,PM Period,14716,MONDAY,WEEKDAY,0,11,Winter
172,26/11/19,PM Period,19655,TUESDAY,WEEKDAY,0,11,Winter
1067,26/11/19,AM Period,8200,TUESDAY,WEEKDAY,0,11,Winter
1220,26/11/19,Lunch Period,8919,TUESDAY,WEEKDAY,0,11,Winter
1371,26/11/19,Night,6287,TUESDAY,WEEKDAY,0,11,Winter
281,27/11/19,PM Period,13183,WEDNESDAY,WEEKDAY,0,11,Winter
388,27/11/19,AM Period,7193,WEDNESDAY,WEEKDAY,0,11,Winter
1117,27/11/19,Night,5058,WEDNESDAY,WEEKDAY,0,11,Winter
1218,27/11/19,Lunch Period,8491,WEDNESDAY,WEEKDAY,0,11,Winter
19,28/11/19,AM Period,2639,THURSDAY,WEEKDAY,1,11,Winter
284,28/11/19,PM Period,4947,THURSDAY,WEEKDAY,1,11,Winter
848,28/11/19,Night,5794,THURSDAY,WEEKDAY,1,11,Winter
1372,28/11/19,Lunch Period,3006,THURSDAY,WEEKDAY,1,11,Winter
445,29/11/19,Night,5482,FRIDAY,WEEKDAY,0,11,Winter
846,29/11/19,AM Period,3326,FRIDAY,WEEKDAY,0,11,Winter
1064,29/11/19,Lunch Period,5425,FRIDAY,WEEKDAY,0,11,Winter
1319,29/11/19,PM Period,11079,FRIDAY,WEEKDAY,0,11,Winter
124,30/11/19,AM Period,3902,SATURDAY,WEEKEND,0,11,Winter
338,30/11/19,Night,10533,SATURDAY,WEEKEND,0,11,Winter
959,30/11/19,Lunch Period,6535,SATURDAY,WEEKEND,0,11,Winter
1373,30/11/19,PM Period,13383,SATURDAY,WEEKEND,0,11,Winter
151,1/12/19,AM Period,4867,SUNDAY,WEEKEND,0,12,Winter
571,1/12/19,PM Period,12547,SUNDAY,WEEKEND,0,12,Winter
789,1/12/19,Night,11135,SUNDAY,WEEKEND,0,12,Winter
1409,1/12/19,Lunch Period,5460,SUNDAY,WEEKEND,0,12,Winter
816,2/12/19,PM Period,20965,MONDAY,WEEKDAY,0,12,Winter
875,2/12/19,AM Period,11743,MONDAY,WEEKDAY,0,12,Winter
881,2/12/19,Lunch Period,9966,MONDAY,WEEKDAY,0,12,Winter
1033,2/12/19,Night,10239,MONDAY,WEEKDAY,0,12,Winter
107,3/12/19,AM Period,12499,TUESDAY,WEEKDAY,0,12,Winter
658,3/12/19,PM Period,22336,TUESDAY,WEEKDAY,0,12,Winter
880,3/12/19,Night,10564,TUESDAY,WEEKDAY,0,12,Winter
1344,3/12/19,Lunch Period,11599,TUESDAY,WEEKDAY,0,12,Winter
149,4/12/19,Lunch Period,12223,WEDNESDAY,WEEKDAY,0,12,Winter
614,4/12/19,Night,11272,WEDNESDAY,WEEKDAY,0,12,Winter
1198,4/12/19,AM Period,12157,WEDNESDAY,WEEKDAY,0,12,Winter
1407,4/12/19,PM Period,22474,WEDNESDAY,WEEKDAY,0,12,Winter
106,5/12/19,Night,13311,THURSDAY,WEEKDAY,0,12,Winter
152,5/12/19,AM Period,12218,THURSDAY,WEEKDAY,0,12,Winter
1035,5/12/19,Lunch Period,13238,THURSDAY,WEEKDAY,0,12,Winter
1296,5/12/19,PM Period,23367,THURSDAY,WEEKDAY,0,12,Winter
318,6/12/19,Night,13540,FRIDAY,WEEKDAY,0,12,Winter
987,6/12/19,AM Period,11440,FRIDAY,WEEKDAY,0,12,Winter
1144,6/12/19,Lunch Period,11920,FRIDAY,WEEKDAY,0,12,Winter
1404,6/12/19,PM Period,22660,FRIDAY,WEEKDAY,0,12,Winter
150,7/12/19,Night,14099,SATURDAY,WEEKEND,0,12,Winter
659,7/12/19,Lunch Period,6285,SATURDAY,WEEKEND,0,12,Winter
818,7/12/19,PM Period,13446,SATURDAY,WEEKEND,0,12,Winter
1301,7/12/19,AM Period,3964,SATURDAY,WEEKEND,0,12,Winter
570,8/12/19,AM Period,3960,SUNDAY,WEEKEND,0,12,Winter
878,8/12/19,Lunch Period,4871,SUNDAY,WEEKEND,0,12,Winter
938,8/12/19,Night,10475,SUNDAY,WEEKEND,0,12,Winter
1341,8/12/19,PM Period,8594,SUNDAY,WEEKEND,0,12,Winter
208,9/12/19,Night,7055,MONDAY,WEEKDAY,0,12,Winter
515,9/12/19,AM Period,10196,MONDAY,WEEKDAY,0,12,Winter
1295,9/12/19,PM Period,17865,MONDAY,WEEKDAY,0,12,Winter
1298,9/12/19,Lunch Period,9368,MONDAY,WEEKDAY,0,12,Winter
470,10/12/19,PM Period,21239,TUESDAY,WEEKDAY,0,12,Winter
574,10/12/19,Night,8629,TUESDAY,WEEKDAY,0,12,Winter
815,10/12/19,AM Period,11560,TUESDAY,WEEKDAY,0,12,Winter
1199,10/12/19,Lunch Period,11073,TUESDAY,WEEKDAY,0,12,Winter
105,11/12/19,PM Period,21355,WEDNESDAY,WEEKDAY,0,12,Winter
660,11/12/19,Night,9419,WEDNESDAY,WEEKDAY,0,12,Winter
989,11/12/19,AM Period,11790,WEDNESDAY,WEEKDAY,0,12,Winter
1408,11/12/19,Lunch Period,11632,WEDNESDAY,WEEKDAY,0,12,Winter
418,12/12/19,Lunch Period,11798,THURSDAY,WEEKDAY,0,12,Winter
763,12/12/19,PM Period,22516,THURSDAY,WEEKDAY,0,12,Winter
817,12/12/19,AM Period,11724,THURSDAY,WEEKDAY,0,12,Winter
1195,12/12/19,Night,11820,THURSDAY,WEEKDAY,0,12,Winter
713,13/12/19,PM Period,21608,FRIDAY,WEEKDAY,0,12,Winter
764,13/12/19,AM Period,10058,FRIDAY,WEEKDAY,0,12,Winter
986,13/12/19,Lunch Period,11223,FRIDAY,WEEKDAY,0,12,Winter
1196,13/12/19,Night,13029,FRIDAY,WEEKDAY,0,12,Winter
472,14/12/19,Night,14628,SATURDAY,WEEKEND,0,12,Winter
473,14/12/19,Lunch Period,6084,SATURDAY,WEEKEND,0,12,Winter
940,14/12/19,AM Period,3577,SATURDAY,WEEKEND,0,12,Winter
1300,14/12/19,PM Period,13708,SATURDAY,WEEKEND,0,12,Winter
575,15/12/19,Lunch Period,5038,SUNDAY,WEEKEND,0,12,Winter
1095,15/12/19,PM Period,8315,SUNDAY,WEEKEND,0,12,Winter
1239,15/12/19,AM Period,3730,SUNDAY,WEEKEND,0,12,Winter
1343,15/12/19,Night,10420,SUNDAY,WEEKEND,0,12,Winter
573,16/12/19,Lunch Period,9695,MONDAY,WEEKDAY,0,12,Winter
714,16/12/19,PM Period,17884,MONDAY,WEEKDAY,0,12,Winter
1237,16/12/19,AM Period,10360,MONDAY,WEEKDAY,0,12,Winter
1242,16/12/19,Night,6808,MONDAY,WEEKDAY,0,12,Winter
246,17/12/19,PM Period,21064,TUESDAY,WEEKDAY,0,12,Winter
939,17/12/19,Lunch Period,11099,TUESDAY,WEEKDAY,0,12,Winter
1197,17/12/19,AM Period,10714,TUESDAY,WEEKDAY,0,12,Winter
1456,17/12/19,Night,8203,TUESDAY,WEEKDAY,0,12,Winter
50,18/12/19,AM Period,11608,WEDNESDAY,WEEKDAY,0,12,Winter
876,18/12/19,Lunch Period,12013,WEDNESDAY,WEEKDAY,0,12,Winter
1093,18/12/19,PM Period,22215,WEDNESDAY,WEEKDAY,0,12,Winter
1094,18/12/19,Night,9280,WEDNESDAY,WEEKDAY,0,12,Winter
471,19/12/19,PM Period,22560,THURSDAY,WEEKDAY,0,12,Winter
