,dropoff_community_area,end_hour,cal_day_desc,average_speed,total_trips,avg_trips
987,28,6,All,23.75522834337968,19979,54.73698630136986
988,28,7,All,19.483004230731513,47082,128.9917808219178
989,31,11,All,27.106486652500166,1504,4.120547945205479
990,31,19,All,21.032251450748873,3050,8.356164383561644
991,2,5,All,14.693917459608782,1660,4.5479452054794525
992,2,7,All,14.010626391111972,2397,6.567123287671233
993,64,6,All,50.295910972907045,172,0.4712328767123288
994,45,8,All,23.519897008337427,70,0.1917808219178082
995,60,2,All,32.782711159203544,602,1.6493150684931508
996,7,10,All,23.071046513232908,15386,42.153424657534245
997,7,3,All,21.26326586469869,13008,35.63835616438356
998,7,17,All,17.683263348531472,45903,125.76164383561644
999,7,13,All,23.092053922738582,24537,67.22465753424657
1000,7,8,All,20.382626788214765,7719,21.147945205479452
1001,7,7,All,22.877581396978343,4543,12.446575342465753
1002,7,16,All,20.037158201180752,37540,102.84931506849315
1003,6,22,All,30.178453121963962,41559,113.86027397260274
1004,6,9,All,23.144483800884412,13573,37.18630136986302
1005,71,14,All,26.501483429693117,530,1.452054794520548
1006,5,21,All,32.36721056634483,8226,22.53698630136986
1007,5,20,All,28.729432334184185,9000,24.65753424657534
1008,27,3,All,36.770269063430284,236,0.6465753424657534
1009,70,14,All,20.73544079444846,399,1.093150684931507
1010,23,15,All,21.232465699375915,851,2.3315068493150686
1011,16,21,All,31.956899058025098,4778,13.09041095890411
1012,16,5,All,22.381227043921445,1750,4.794520547945205
1013,57,17,All,22.28926649183532,111,0.3041095890410959
1014,25,17,All,20.77994551920031,1157,3.16986301369863
1015,25,11,All,28.18484579810225,947,2.5945205479452054
1016,10,3,All,40.715718363726296,372,1.0191780821917809
1017,24,11,All,24.94477826617295,12482,34.1972602739726
1018,22,23,All,30.273998718620362,10627,29.115068493150684
1019,22,18,All,19.5932183491678,11502,31.512328767123286
1020,22,17,All,19.62015534939949,9030,24.73972602739726
1021,21,2,All,30.78210868449855,2122,5.813698630136987
1022,21,4,All,28.53204061067164,1547,4.238356164383561
1023,33,22,All,27.232911714135945,20127,55.14246575342466
1024,41,20,All,36.49868665589662,3596,9.852054794520548
1025,28,1,All,25.715481798001814,17917,49.087671232876716
1026,35,9,All,18.125426145205044,2285,6.260273972602739
1027,49,19,All,31.370678704295702,387,1.0602739726027397
1028,34,12,All,25.90228318684605,3371,9.235616438356164
1029,4,16,All,21.144792754449526,4414,12.093150684931507
1030,22,4,All,26.823814890109,3784,10.367123287671232
1031,21,20,All,28.80367844709925,3401,9.317808219178081
1032,31,20,All,25.245523322004153,2586,7.0849315068493155
1033,2,14,All,14.466508668659356,4145,11.356164383561644
1034,2,1,All,25.824939659926045,2285,6.260273972602739
1035,1,13,All,24.489583317524037,3022,8.27945205479452
1036,23,13,All,22.644314064752056,975,2.671232876712329
1037,11,14,All,25.17373668677638,1615,4.424657534246576
1038,11,10,All,32.8807528278016,1073,2.9397260273972603
1039,16,19,All,24.93182503268751,5027,13.772602739726027
1040,15,16,All,19.116035843101894,1761,4.824657534246575
1041,14,18,All,18.468392838792738,2030,5.561643835616438
1042,33,20,All,24.56724017637172,25976,71.16712328767123
1043,32,3,All,22.63807786766366,13856,37.961643835616435
1044,67,21,All,32.491873541763894,109,0.29863013698630136
1045,5,16,All,23.078011384535746,5056,13.852054794520548
1046,5,0,All,31.49055129780631,4656,12.756164383561643
1047,25,13,All,27.779922650022794,952,2.6082191780821917
1048,12,19,All,31.55449420863952,920,2.5205479452054793
1049,12,22,All,38.06733519989457,763,2.0904109589041098
1050,12,18,All,24.65581839054821,723,1.9808219178082191
1051,15,10,All,21.16455936819249,1505,4.123287671232877
1052,15,0,All,29.37273225337346,1629,4.463013698630137
1053,19,8,All,23.674932486941984,290,0.7945205479452054
1054,17,17,All,18.938429956974414,482,1.3205479452054794
1055,9,0,All,40.05446935198598,213,0.5835616438356165
1056,24,10,All,23.441255755680796,10151,27.81095890410959
1057,4,10,All,21.3908028309306,3371,9.235616438356164
1058,21,6,All,22.02680652856214,822,2.252054794520548
1059,21,22,All,32.18860283774757,2946,8.07123287671233
1060,21,9,All,22.251547350863767,1590,4.3561643835616435
1061,39,13,All,28.942845013656314,1710,4.684931506849315
1062,61,12,All,27.601474206842976,405,1.1095890410958904
1063,27,5,All,41.725745156286955,158,0.4328767123287671
1064,50,17,All,29.377503549041602,138,0.3780821917808219
1065,36,16,All,21.08502121627884,499,1.367123287671233
1066,44,13,All,30.221371085038314,999,2.736986301369863
1067,38,14,All,23.424114163828197,1388,3.802739726027397
1068,42,11,All,27.70002637058759,950,2.6027397260273974
1069,31,23,All,26.293605219666325,1967,5.389041095890411
1070,43,0,All,39.61615721279057,446,1.2219178082191782
1071,60,17,All,22.236010584207698,1547,4.238356164383561
1072,33,17,All,18.320765427011644,30546,83.68767123287671
1073,31,18,All,18.918296306300945,3126,8.564383561643835
1074,66,22,All,30.680881447973285,139,0.38082191780821917
1075,63,4,All,42.78680463576159,43,0.1178082191780822
1076,64,23,All,39.28696042940956,196,0.536986301369863
1077,35,18,All,16.452825971900154,3678,10.076712328767123
1078,49,14,All,29.89041671838992,768,2.1041095890410957
1079,6,17,All,20.77707483464328,36843,100.93972602739726
1080,77,18,All,23.519584477397096,9467,25.936986301369863
1081,23,21,All,26.75141341953382,827,2.265753424657534
1082,1,14,All,21.942209993977173,3448,9.446575342465753
1083,21,14,All,23.442147608199242,2763,7.5698630136986305
1084,69,10,All,25.847253479717512,781,2.1397260273972605
1085,64,4,All,52.56061960526545,93,0.2547945205479452
1086,1,22,All,29.182916899213094,3872,10.608219178082193
1087,51,17,All,27.84513593939544,188,0.5150684931506849
1088,6,6,All,23.275852860935768,4092,11.210958904109589
1089,71,5,All,38.54330975577205,50,0.136986301369863
1090,12,12,All,27.11777855041809,623,1.7068493150684931
1091,1,3,All,24.473589311862895,2762,7.567123287671233
1092,34,5,All,40.33760852476199,310,0.8493150684931506
1093,49,16,All,27.87621955152323,739,2.0246575342465754
1094,37,22,All,23.058842728836243,155,0.4246575342465753
1095,59,10,All,12.166312994026036,3806,10.427397260273972
1096,14,0,All,26.739784880469813,2540,6.958904109589041
1097,16,10,All,21.511197197856475,2480,6.794520547945205
1098,16,14,All,22.125805728289812,3542,9.704109589041096
1099,15,1,All,29.161642477253746,1446,3.9616438356164383
1100,15,2,All,28.850255977199556,1136,3.1123287671232878
1101,21,19,All,24.555696544708912,3988,10.926027397260274
1102,65,14,All,26.68952228117995,145,0.3972602739726027
1103,17,16,All,19.062926797229522,536,1.4684931506849315
1104,15,15,All,23.190791048965743,1883,5.158904109589041
1105,19,13,All,21.898007385739845,762,2.0876712328767124
1106,61,16,All,22.435822761405845,411,1.126027397260274
1107,50,12,All,38.09398633113918,241,0.6602739726027397
1108,13,14,All,18.461539251414425,1321,3.6191780821917807
1109,23,23,All,26.225861992412195,992,2.717808219178082
1110,21,17,All,18.182486576963456,3234,8.860273972602739
1111,13,19,All,24.105002628552132,967,2.649315068493151
1112,67,0,All,34.4120372032894,117,0.32054794520547947
1113,23,9,All,19.604299723620027,666,1.8246575342465754
1114,32,18,All,16.069361158382087,219596,601.6328767123288
1115,39,10,All,26.914187762777978,1144,3.1342465753424658
1116,76,22,All,27.723864908444533,8460,23.17808219178082
1117,28,8,All,16.421859550939917,80290,219.97260273972603
1118,22,15,All,24.2831039690642,6416,17.578082191780823
1119,28,23,All,23.977903171444076,38610,105.78082191780823
1120,7,12,All,23.213501826070484,22167,60.73150684931507
1121,33,21,All,27.650957344009466,22443,61.487671232876714
1122,2,22,All,26.319368080909065,3413,9.35068493150685
1123,2,3,All,20.88219414621171,2055,5.63013698630137
1124,2,6,All,10.478261580671147,1794,4.9150684931506845
1125,2,18,All,18.208455525848322,4497,12.32054794520548
1126,2,16,All,16.766282275909177,4813,13.186301369863013
1127,2,2,All,26.225734953846366,2198,6.021917808219178
1128,2,20,All,23.73492322117673,3422,9.375342465753425
1129,24,20,All,24.5587511522955,39380,107.89041095890411
1130,24,22,All,28.277683092152856,32797,89.85479452054794
1131,24,14,All,22.25039651261633,17668,48.40547945205479
1132,24,15,All,21.91018194712002,19738,54.07671232876712
1133,24,23,All,26.8439402954212,29243,80.11780821917809
1134,24,6,All,28.570269942167176,3282,8.991780821917809
1135,8,7,All,19.67283114492435,75506,206.86575342465753
1136,8,23,All,25.45500564548379,161330,442.0
1137,8,22,All,26.49474887724489,201227,551.3068493150685
1138,8,5,All,23.177081677144425,19452,53.293150684931504
1139,8,1,All,24.121205475860396,98007,268.5123287671233
1140,50,14,All,33.07625441986679,225,0.6164383561643836
1141,50,19,All,36.193081000066485,99,0.27123287671232876
1142,7,21,All,27.123642965586097,47276,129.52328767123288
1143,66,12,All,27.11560503955465,302,0.8273972602739726
1144,66,8,All,24.17775078534032,255,0.6986301369863014
1145,66,20,All,25.03268754577177,130,0.3561643835616438
1146,32,23,All,28.193547681076392,70794,193.95616438356166
1147,32,19,All,19.469717855148918,175743,481.4876712328767
1148,7,15,All,22.078105018190296,31976,87.6054794520548
1149,76,13,All,34.245486643191086,42791,117.23561643835616
1150,76,17,All,24.99578580676942,41961,114.96164383561644
1151,76,16,All,27.153027124127465,42841,117.37260273972603
1152,76,3,All,51.417598514388985,2482,6.8
1153,76,4,All,59.109055705536086,8190,22.438356164383563
1154,76,23,All,26.144465493097083,6050,16.575342465753426
1155,76,2,All,32.89471537523881,1869,5.120547945205479
1156,76,0,All,23.60135014980864,4794,13.134246575342466
1157,1,17,All,21.588575905244188,3589,9.832876712328767
1158,1,19,All,23.83937036560799,3765,10.315068493150685
1159,1,15,All,22.57345247650325,3732,10.224657534246575
1160,1,12,All,22.96815112564471,2821,7.728767123287671
1161,1,10,All,20.908115727529985,2620,7.178082191780822
1162,23,4,All,24.865473449178044,988,2.706849315068493
1163,23,17,All,19.184684335571784,850,2.328767123287671
1164,23,3,All,23.433168401535845,1288,3.5287671232876714
1165,23,10,All,24.17431755387733,830,2.2739726027397262
1166,3,4,All,21.22321925779438,5223,14.30958904109589
1167,3,21,All,29.616306367792156,12091,33.12602739726027
1168,3,22,All,31.75605668184576,11800,32.32876712328767
1169,3,18,All,20.939002033359937,12599,34.51780821917808
1170,20,23,All,24.940534552628787,417,1.1424657534246576
1171,20,12,All,16.78442633931023,218,0.5972602739726027
1172,21,0,All,30.368468587669003,2667,7.306849315068493
1173,21,7,All,24.23677827428353,832,2.2794520547945205
1174,59,13,All,11.873709895139667,2600,7.123287671232877
1175,73,15,All,29.821304867579165,356,0.9753424657534246
1176,73,10,All,31.10314050387932,432,1.1835616438356165
1177,73,12,All,33.924184291511764,447,1.2246575342465753
1178,73,11,All,36.246991980629495,445,1.2191780821917808
1179,72,14,All,33.32267482397978,208,0.5698630136986301
1180,72,22,All,44.63366166795407,241,0.6602739726027397
1181,6,11,All,25.326605993059168,21464,58.8054794520548
1182,46,19,All,26.103230083006757,250,0.684931506849315
1183,56,5,All,47.2640120532869,5955,16.315068493150687
1184,56,9,All,35.195717788254804,7622,20.882191780821916
1185,56,8,All,34.341058019808244,8256,22.61917808219178
1186,56,3,All,48.16924537719256,650,1.7808219178082192
1187,56,20,All,28.893821688987277,3936,10.783561643835617
1188,56,16,All,22.387428652412805,11617,31.827397260273973
1189,62,12,All,31.157631218972384,100,0.273972602739726
1190,10,18,All,24.829873796991965,1903,5.213698630136986
1191,10,12,All,29.6378392503044,1365,3.73972602739726
1192,10,22,All,31.927791290565967,1407,3.8547945205479452
1193,10,8,All,27.065058366302353,879,2.408219178082192
1194,68,9,All,25.440249889069257,622,1.704109589041096
1195,68,6,All,32.011581184471524,93,0.2547945205479452
1196,68,7,All,34.498280134304935,180,0.4931506849315068
1197,33,1,All,30.443747531917875,6848,18.76164383561644
1198,49,10,All,31.32130947007312,633,1.7342465753424658
1199,49,9,All,34.34417062927354,429,1.1753424657534246
1200,4,22,All,30.11389558838018,5496,15.057534246575342
1201,54,17,All,39.38930803399132,64,0.17534246575342466
1202,54,12,All,52.59304357216134,60,0.1643835616438356
1203,77,21,All,31.862027172758673,9098,24.926027397260274
1204,59,23,All,30.749087573767692,184,0.5041095890410959
1205,59,8,All,7.783666850654877,1385,3.7945205479452055
1206,38,17,All,21.265663684625668,1623,4.446575342465754
1207,38,18,All,20.104213215368862,1522,4.16986301369863
1208,38,11,All,20.56312484113132,1368,3.747945205479452
1209,19,5,All,24.035241109749506,524,1.4356164383561645
1210,19,20,All,23.377494452787058,650,1.7808219178082192
1211,19,0,All,25.911849990054794,866,2.372602739726027
1212,19,12,All,21.431791729598377,704,1.9287671232876713
1213,6,13,All,24.47835968092497,27651,75.75616438356164
1214,44,15,All,24.02823806633078,1047,2.8684931506849316
1215,44,10,All,29.212503779281622,861,2.3589041095890413
1216,44,18,All,24.05776878268956,902,2.4712328767123286
1217,44,14,All,26.68660132671135,941,2.578082191780822
1218,44,4,All,44.57575390674861,149,0.40821917808219177
1219,44,23,All,38.19202787029592,357,0.9780821917808219
1220,17,21,All,30.95661018605448,514,1.4082191780821918
1221,17,23,All,29.82086151716286,534,1.463013698630137
1222,17,9,All,25.13305867273643,352,0.9643835616438357
1223,22,0,All,29.376226761096763,9181,25.153424657534245
1224,40,9,All,26.77014065256344,400,1.095890410958904
1225,22,19,All,23.356020221834697,13764,37.70958904109589
1226,16,3,All,26.612144867360975,2151,5.8931506849315065
1227,16,17,All,17.699952083867853,4165,11.41095890410959
1228,16,6,All,16.619873007760635,1371,3.756164383561644
1229,16,20,All,29.861015604962006,4914,13.463013698630137
1230,27,8,All,26.115199642098197,630,1.726027397260274
1231,27,19,All,23.714741075057226,599,1.641095890410959
1232,28,20,All,20.547472534616457,90128,246.92602739726027
1233,12,13,All,32.50717318036739,584,1.6
1234,12,15,All,26.897529023372464,859,2.3534246575342466
1235,12,1,All,39.55752278236586,381,1.0438356164383562
1236,12,11,All,29.16312235404485,638,1.747945205479452
1237,33,2,All,25.761714464989453,4560,12.493150684931507
1238,53,23,All,54.17354998885006,114,0.31232876712328766
1239,53,15,All,31.530678089149177,306,0.8383561643835616
1240,6,4,All,23.461689324812564,12420,34.02739726027397
1241,6,2,All,25.685904402694362,23058,63.172602739726024
1242,6,18,All,19.69471062100934,43240,118.46575342465754
1243,41,10,All,33.72576274390439,6064,16.613698630136987
1244,36,5,All,44.12487684729063,69,0.18904109589041096
1245,41,8,All,30.261437179615292,2713,7.432876712328767
1246,41,9,All,31.582227505333165,4528,12.405479452054795
1247,41,23,All,43.35712083518927,2061,5.646575342465753
1248,41,21,All,40.97107956786395,3161,8.66027397260274
1249,67,16,All,24.170103724804164,257,0.7041095890410959
1250,67,14,All,21.481563069048672,236,0.6465753424657534
1251,70,2,All,40.68139093612402,94,0.25753424657534246
1252,70,9,All,25.24571597608131,261,0.7150684931506849
1253,13,20,All,27.631489466538394,902,2.4712328767123286
1254,13,21,All,28.117813196321123,834,2.2849315068493152
1255,58,11,All,29.6783939576051,296,0.810958904109589
1256,58,1,All,38.590229508196714,190,0.5205479452054794
1257,64,10,All,36.530513716168194,242,0.663013698630137
1258,64,7,All,37.944831025917594,172,0.4712328767123288
1259,60,22,All,31.943888810277784,1164,3.1890410958904107
1260,60,14,All,25.90294401579258,1056,2.893150684931507
1261,60,4,All,36.15398976441727,392,1.073972602739726
1262,60,7,All,28.379952786270774,284,0.7780821917808219
1263,60,1,All,33.44546892821665,679,1.8602739726027397
1264,39,22,All,37.2475738307312,1647,4.512328767123288
1265,5,19,All,23.6573101508725,8983,24.610958904109587
1266,5,1,All,32.01882934635764,3149,8.627397260273973
1267,5,9,All,24.07425853349871,2122,5.813698630136987
1268,5,10,All,27.03111194992726,2516,6.8931506849315065
1269,15,18,All,20.446032380748342,1823,4.994520547945205
1270,15,12,All,20.805739562343035,1834,5.024657534246575
1271,69,12,All,32.9504761728173,908,2.4876712328767123
1272,43,5,All,13.21450293073414,123,0.336986301369863
1273,43,10,All,29.796690241064262,902,2.4712328767123286
1274,43,8,All,22.582219868359488,515,1.4109589041095891
1275,43,19,All,29.27120948669437,1062,2.9095890410958902
1276,43,15,All,28.754576363381553,1494,4.093150684931507
1277,43,22,All,33.13564714176679,550,1.5068493150684932
1278,43,13,All,27.628437622833797,1159,3.175342465753425
1279,43,11,All,27.803174041097055,1001,2.7424657534246575
1280,65,15,All,20.567203463667678,128,0.3506849315068493
1281,29,11,All,24.13708678437117,669,1.832876712328767
1282,29,14,All,18.32010267944649,828,2.2684931506849315
1283,29,4,All,41.97829783701518,102,0.27945205479452057
1284,26,17,All,21.04826967928064,194,0.5315068493150685
1285,11,15,All,27.482420954780427,1754,4.8054794520547945
1286,11,9,All,30.626878010175226,873,2.3917808219178083
1287,11,13,All,30.79863494721316,1446,3.9616438356164383
1288,11,17,All,21.584930734625534,1760,4.821917808219178
1289,11,23,All,38.032689595936056,1339,3.6684931506849314
1290,11,0,All,35.7362528190383,1263,3.4602739726027396
1291,11,18,All,23.119828677027954,1790,4.904109589041096
1292,11,19,All,29.55904121549519,2028,5.556164383561644
1293,14,15,All,19.528293376808016,1989,5.449315068493151
1294,14,13,All,21.542844590602463,1721,4.715068493150685
1295,14,4,All,27.627985963567987,2040,5.589041095890411
1296,14,11,All,20.79804947641147,1463,4.008219178082192
1297,14,22,All,28.476363743072447,2664,7.298630136986302
1298,14,7,All,17.637019463962893,799,2.1890410958904107
1299,37,10,All,38.58229965156794,303,0.8301369863013699
1300,37,18,All,24.748419277566878,266,0.7287671232876712
1301,30,8,All,28.737523545917195,519,1.4219178082191781
1302,30,4,All,43.67603112969784,320,0.8767123287671232
1303,30,13,All,27.034061941187062,518,1.4191780821917808
1304,30,3,All,39.04768853400137,328,0.8986301369863013
1305,30,22,All,38.54216463959937,251,0.6876712328767123
1306,18,8,All,22.437314247737845,66,0.18082191780821918
1307,42,16,All,24.568594151609055,1112,3.0465753424657533
1308,42,18,All,26.79139370025394,979,2.682191780821918
1309,63,21,All,28.769223631750638,108,0.2958904109589041
1310,63,8,All,17.225752010998338,72,0.19726027397260273
1311,56,17,All,21.60700707079566,10442,28.60821917808219
1312,71,13,All,27.548081147960115,630,1.726027397260274
1313,71,21,All,39.041645669291334,256,0.7013698630136986
1314,25,14,All,25.82274856288713,961,2.632876712328767
1315,4,17,All,20.94650340327014,4711,12.906849315068493
1316,4,0,All,28.37908103131733,4443,12.172602739726027
1317,4,1,All,27.693382091415266,3146,8.61917808219178
1318,4,21,All,29.74529858539212,5531,15.153424657534247
1319,22,21,All,32.091937741765776,12726,34.865753424657534
1320,22,16,All,21.315748894933854,7376,20.208219178082192
1321,22,10,All,26.65509614314931,3178,8.706849315068494
1322,77,12,All,24.402271883022244,6979,19.12054794520548
1323,77,4,All,25.492041407047356,3601,9.865753424657534
1324,77,2,All,29.245770836183425,4293,11.761643835616438
1325,77,11,All,21.920093276763847,6252,17.12876712328767
1326,77,7,All,17.817836347262134,2955,8.095890410958905
1327,39,11,All,28.03366995408894,1374,3.7643835616438355
1328,39,9,All,30.146436482116542,748,2.0493150684931507
1329,31,22,All,27.412901398277025,2064,5.654794520547945
1330,31,2,All,30.421763939285537,1344,3.682191780821918
1331,31,4,All,30.644415197718004,917,2.5123287671232877
1332,31,14,All,21.694452824743117,1745,4.780821917808219
1333,31,6,All,25.509442069293126,484,1.326027397260274
1334,31,15,All,20.93160245278631,1773,4.857534246575343
1335,31,1,All,29.94961678182271,1351,3.7013698630136984
1336,31,10,All,26.42341947966018,1400,3.835616438356164
1337,31,17,All,18.935050129516025,2668,7.30958904109589
1338,35,0,All,28.98752853599157,1077,2.9506849315068493
1339,35,5,All,15.76214151131898,434,1.189041095890411
1340,35,21,All,22.203749744917843,1824,4.997260273972603
1341,35,1,All,29.25716715313369,751,2.0575342465753423
1342,75,12,All,41.884245986886725,314,0.8602739726027397
1343,75,13,All,39.35708892994859,342,0.936986301369863
1344,75,14,All,37.3423215040043,273,0.7479452054794521
1345,34,16,All,22.279308230632903,2665,7.301369863013699
1346,34,8,All,30.433861212748738,927,2.5397260273972604
1347,45,16,All,27.64135610198291,262,0.7178082191780822
1348,61,13,All,27.325133947750057,383,1.0493150684931507
1349,61,19,All,30.865237262937125,359,0.9835616438356164
1350,14,16,All,19.470555388791517,2007,5.498630136986302
1351,14,19,All,22.76257758234769,2534,6.942465753424657
1352,41,7,All,28.617559540650106,1138,3.117808219178082
1353,21,10,All,21.582137326243764,1979,5.421917808219178
1354,47,17,All,27.906939728942145,45,0.1232876712328767
1355,33,8,All,21.853624821405788,24243,66.41917808219178
1356,33,5,All,22.951484870075415,2229,6.1068493150684935
1357,6,23,All,29.497501331835814,35587,97.4986301369863
1358,31,7,All,25.001497153133958,750,2.0547945205479454
1359,72,6,All,57.96540696860861,21,0.057534246575342465
1360,63,10,All,28.05249606348806,79,0.21643835616438356
1361,63,13,All,19.33319584570891,128,0.3506849315068493
1362,63,12,All,29.12079636954887,138,0.3780821917808219
1363,30,12,All,29.999874966519954,526,1.441095890410959
1364,56,14,All,28.50844983566644,10492,28.745205479452054
1365,64,1,All,38.3901521707424,150,0.410958904109589
1366,64,17,All,24.139849325013017,306,0.8383561643835616
1367,11,5,All,36.57407999554085,450,1.2328767123287672
1368,11,2,All,37.60883201555258,633,1.7342465753424658
1369,76,1,All,24.822482545387018,3174,8.695890410958905
1370,55,1,All,54.88001744330926,9,0.024657534246575342
1371,55,14,All,49.226640471512766,47,0.12876712328767123
1372,51,7,All,48.8882195062199,75,0.2054794520547945
1373,51,6,All,51.48173698062044,63,0.1726027397260274
1374,48,11,All,18.168019691547247,376,1.0301369863013699
1375,45,1,All,34.648464536028534,40,0.1095890410958904
1376,42,9,All,31.287091068886934,724,1.9835616438356165
1377,42,8,All,23.630483264584566,520,1.4246575342465753
1378,42,23,All,38.911099875794555,350,0.958904109589041
1379,39,17,All,26.26987428585451,2075,5.684931506849315
1380,50,0,All,44.48465093460845,204,0.5589041095890411
1381,36,12,All,28.19957830793411,391,1.0712328767123287
1382,36,15,All,23.76316609178112,517,1.4164383561643836
1383,36,20,All,31.808929189397922,382,1.0465753424657533
1384,44,0,All,43.7325129405965,245,0.6712328767123288
1385,44,20,All,31.10338742277279,525,1.4383561643835616
1386,44,19,All,27.988074221446265,614,1.6821917808219178
1387,44,9,All,26.10793718685079,674,1.8465753424657534
1388,38,4,All,15.295878664805178,125,0.3424657534246575
1389,38,9,All,20.518365405614404,1009,2.7643835616438355
1390,38,20,All,25.742040448064184,879,2.408219178082192
1391,38,13,All,22.760594813892585,1204,3.2986301369863016
1392,40,14,All,24.396684094986636,342,0.936986301369863
1393,40,13,All,27.99561721103468,348,0.9534246575342465
1394,35,17,All,16.96919425437714,3767,10.32054794520548
1395,35,10,All,19.70052655725227,2626,7.1945205479452055
1396,35,7,All,13.580012802378365,1216,3.3315068493150686
1397,34,19,All,24.36989445080048,3434,9.408219178082192
1398,68,15,All,26.069043242347625,532,1.4575342465753425
1399,68,20,All,25.99858449040233,235,0.6438356164383562
1400,60,13,All,23.123047439850225,940,2.5753424657534247
1401,60,11,All,27.7346664595514,781,2.1397260273972605
1402,60,20,All,31.0906764577983,1302,3.5671232876712327
1403,60,23,All,29.947455979780507,966,2.6465753424657534
1404,73,13,All,32.17718972612869,391,1.0712328767123287
1405,73,18,All,26.796300055014264,425,1.1643835616438356
1406,61,14,All,25.262224301179188,590,1.6164383561643836
1407,67,11,All,28.989194862552992,228,0.6246575342465753
1408,59,22,All,27.0271005799075,243,0.6657534246575343
1409,59,21,All,24.085163099937677,277,0.7589041095890411
1410,59,14,All,14.108735218026107,2332,6.389041095890411
1411,58,13,All,28.4498151430742,250,0.684931506849315
1412,27,23,All,30.382012820366583,382,1.0465753424657533
1413,27,17,All,19.578511896308672,745,2.041095890410959
1414,70,16,All,21.565481470585418,304,0.8328767123287671
1415,21,5,All,24.27909250542618,1187,3.252054794520548
1416,74,10,All,42.7003381567576,33,0.09041095890410959
1417,23,14,All,22.03255422221643,844,2.3123287671232875
1418,23,12,All,23.68299119029448,971,2.66027397260274
1419,16,18,All,19.791539619506395,4547,12.457534246575342
1420,13,4,All,19.587581214556007,298,0.8164383561643835
1421,13,1,All,31.516036460112396,502,1.3753424657534246
1422,13,11,All,21.954339437069027,1135,3.1095890410958904
1423,13,2,All,28.111350394489577,494,1.3534246575342466
1424,13,18,All,20.23574604466098,1115,3.0547945205479454
1425,57,19,All,28.094590432064635,104,0.28493150684931506
1426,57,7,All,19.051349250416433,51,0.13972602739726028
1427,65,13,All,29.34676306917421,114,0.31232876712328766
1428,20,11,All,19.20225747079223,164,0.44931506849315067
1429,25,15,All,23.068051034537167,961,2.632876712328767
1430,25,0,All,30.237484855971143,468,1.2821917808219179
1431,25,3,All,29.253485613118897,424,1.1616438356164382
1432,12,3,All,40.906746121683405,214,0.5863013698630137
1433,15,9,All,18.28141296262625,1300,3.5616438356164384
1434,15,6,All,25.293554170452065,627,1.7178082191780821
1435,15,19,All,25.08647126040376,1942,5.32054794520548
1436,19,14,All,21.095343166967083,718,1.9671232876712328
1437,56,22,All,26.622532055946863,2135,5.8493150684931505
1438,56,1,All,30.689350235136484,633,1.7342465753424658
1439,10,9,All,30.01484332943374,922,2.526027397260274
1440,17,7,All,20.081713773575842,231,0.6328767123287671
1441,17,10,All,24.543549598301624,395,1.082191780821918
1442,17,19,All,25.368501166924684,445,1.2191780821917808
1443,17,15,All,22.011286458182127,484,1.326027397260274
1444,9,14,All,25.04254688134219,294,0.8054794520547945
1445,14,14,All,21.175273676138513,1868,5.117808219178082
1446,13,0,All,33.06224193471494,603,1.652054794520548
1447,4,7,All,18.903906453553244,1643,4.501369863013698
1448,68,16,All,25.34443798263894,456,1.2493150684931507
1449,43,1,All,41.197571653579516,275,0.7534246575342466
1450,45,5,All,33.768,20,0.0547945205479452
1451,27,20,All,27.53165559277918,388,1.063013698630137
1452,76,6,All,44.157207986669626,32348,88.62465753424658
1453,48,20,All,35.38099014881577,168,0.4602739726027397
1454,60,5,All,38.110707884441204,255,0.6986301369863014
1455,20,14,All,21.98779479602261,233,0.6383561643835617
1456,31,21,All,26.94804636409951,2040,5.589041095890411
1457,30,19,All,20.397159776552975,314,0.8602739726027397
1458,43,23,All,38.959476763887224,488,1.336986301369863
1459,42,22,All,33.98370206095131,476,1.3041095890410959
1460,34,1,All,32.59877519031224,585,1.6027397260273972
1461,34,0,All,30.827026918676033,767,2.1013698630136988
1462,57,23,All,37.557618867209705,69,0.18904109589041096
1463,65,5,All,44.457302360434625,26,0.07123287671232877
1464,15,3,All,27.06193043203313,882,2.4164383561643836
1465,66,18,All,22.771704970494174,235,0.6438356164383562
1466,71,11,All,24.824313900984077,529,1.4493150684931506
1467,71,19,All,30.136726201866164,348,0.9534246575342465
1468,61,9,All,21.75808935361217,623,1.7068493150684931
1469,59,0,All,21.671144632378333,208,0.5698630136986301
1470,59,12,All,17.855901402072,1752,4.8
1471,58,0,All,32.762981227234526,164,0.44931506849315067
1472,15,11,All,19.592239037382534,1604,4.394520547945206
1473,19,3,All,23.15577063028293,928,2.5424657534246577
1474,12,16,All,24.73534747207302,754,2.0657534246575344
1475,13,7,All,17.970439107921887,491,1.3452054794520547
1476,63,20,All,24.60531472731008,81,0.2219178082191781
1477,27,21,All,32.63753281785678,375,1.0273972602739727
1478,15,22,All,32.288858181891975,1695,4.6438356164383565
1479,17,2,All,32.83182514894261,288,0.7890410958904109
1480,17,20,All,28.93084273403466,459,1.2575342465753425
1481,9,9,All,35.7541502183823,80,0.2191780821917808
1482,72,11,All,27.1789937373744,178,0.4876712328767123
1483,71,17,All,20.978163914734722,576,1.5780821917808219
1484,43,14,All,26.98091078986846,1256,3.441095890410959
1485,42,21,All,32.67836263674278,626,1.715068493150685
1486,42,6,All,29.12248521637846,215,0.589041095890411
