,dropoff_community_area,end_hour,cal_day_desc,average_speed,total_trips,avg_trips
4160,76,0,Weekend/Holidays,26.185442250856557,1243,10.71551724137931
4161,44,21,Weekdays,39.58080228836068,425,3.663793103448276
4162,32,4,Weekend/Holidays,19.631178012306936,6084,52.44827586206897
4163,60,2,Weekend/Holidays,31.959627449547792,346,2.9827586206896552
4164,6,4,Weekdays,25.60041305796136,3545,30.560344827586206
4165,6,0,Weekdays,31.180192937389823,15327,132.1293103448276
4166,61,4,Weekend/Holidays,39.411340911772804,71,0.6120689655172413
4167,77,19,Weekdays,25.603828281611158,7607,65.57758620689656
4168,16,21,Weekdays,32.605396067073656,3767,32.474137931034484
4169,24,9,Weekdays,20.371823971233766,6709,57.83620689655172
4170,4,23,Weekend/Holidays,29.432860975370545,1466,12.637931034482758
4171,22,16,Weekend/Holidays,24.653976614699342,1916,16.517241379310345
4172,28,10,Weekend/Holidays,22.181080411455405,10757,92.73275862068965
4173,29,4,Weekend/Holidays,35.77388005033905,48,0.41379310344827586
4174,29,11,Weekend/Holidays,24.138187335987283,158,1.3620689655172413
4175,34,2,Weekend/Holidays,30.782457886992752,283,2.439655172413793
4176,17,0,Weekend/Holidays,24.91499423587343,172,1.4827586206896552
4177,31,23,Weekdays,25.75105608654246,1357,11.698275862068966
4178,2,16,Weekdays,16.845879793786928,3684,31.75862068965517
4179,1,12,Weekend/Holidays,23.85162866504929,841,7.25
4180,40,21,Weekdays,36.01416629457787,92,0.7931034482758621
4181,11,0,Weekdays,39.90554466269069,837,7.2155172413793105
4182,11,22,Weekend/Holidays,37.639373419117014,423,3.646551724137931
4183,11,23,Weekend/Holidays,33.28075740978373,392,3.3793103448275863
4184,11,1,Weekend/Holidays,34.712251603975346,326,2.810344827586207
4185,29,17,Weekend/Holidays,26.580428314834432,120,1.0344827586206897
4186,12,16,Weekend/Holidays,32.197944664031624,193,1.6637931034482758
4187,43,14,Weekend/Holidays,20.762669638957092,282,2.4310344827586206
4188,35,21,Weekend/Holidays,22.05211359029538,476,4.103448275862069
4189,64,8,Weekend/Holidays,54.03987437608658,47,0.4051724137931034
4190,40,9,Weekdays,24.084253248189714,302,2.603448275862069
4191,36,23,Weekend/Holidays,35.50151400269049,76,0.6551724137931034
4192,35,6,Weekdays,13.278771002355402,363,3.1293103448275863
4193,34,17,Weekend/Holidays,22.968358179673725,918,7.913793103448276
4194,64,23,Weekdays,38.40481857862154,133,1.146551724137931
4195,34,23,Weekend/Holidays,33.73388531226195,322,2.7758620689655173
4196,27,23,Weekdays,30.109178496625542,266,2.293103448275862
4197,77,4,Weekdays,25.230958302683486,1572,13.551724137931034
4198,13,5,Weekend/Holidays,14.762709293004225,133,1.146551724137931
4199,15,14,Weekend/Holidays,25.58812210200928,418,3.603448275862069
4200,59,13,Weekdays,12.266712898497431,2566,22.120689655172413
4201,23,7,Weekdays,25.888775558612835,324,2.793103448275862
4202,19,13,Weekdays,22.037764642665227,582,5.017241379310345
4203,58,22,Weekend/Holidays,38.22267259554567,47,0.4051724137931034
4204,15,8,Weekend/Holidays,20.67138489175798,261,2.25
4205,75,22,Weekend/Holidays,57.60112456071849,36,0.3103448275862069
4206,70,18,Weekdays,23.142033577212057,215,1.853448275862069
4207,74,23,Weekdays,46.9097810259315,40,0.3448275862068966
4208,56,20,Weekend/Holidays,28.726171066091354,878,7.568965517241379
4209,39,23,Weekdays,38.364448315839724,854,7.362068965517241
4210,23,1,Weekdays,25.859615238450967,539,4.646551724137931
4211,23,6,Weekend/Holidays,23.09352876175385,162,1.396551724137931
4212,19,21,Weekend/Holidays,25.935335419740873,203,1.75
4213,21,3,Weekdays,28.24420237684502,772,6.655172413793103
4214,8,10,Weekend/Holidays,24.18975828035312,36628,315.7586206896552
4215,8,9,Weekend/Holidays,25.75944343354617,25093,216.31896551724137
4216,3,15,Weekend/Holidays,21.81647972627365,2729,23.525862068965516
4217,44,18,Weekdays,22.966820148513843,749,6.456896551724138
4218,35,21,Weekdays,22.255448980040228,1348,11.620689655172415
4219,3,13,Weekdays,22.34869104369062,6305,54.35344827586207
4220,33,21,Weekend/Holidays,27.551649568808447,5623,48.474137931034484
4221,49,18,Weekdays,26.422765232887535,455,3.9224137931034484
4222,16,20,Weekend/Holidays,30.772158534444575,1063,9.163793103448276
4223,10,0,Weekend/Holidays,27.36646606184627,360,3.103448275862069
4224,1,0,Weekend/Holidays,28.2880166310715,1410,12.155172413793103
4225,4,21,Weekend/Holidays,29.60576767474465,1187,10.232758620689655
4226,8,6,Weekend/Holidays,25.630536060076512,5765,49.69827586206897
4227,50,14,Weekend/Holidays,33.04819606897383,61,0.5258620689655172
4228,6,10,Weekend/Holidays,27.225508728848208,5086,43.8448275862069
4229,6,15,Weekend/Holidays,24.200112176533608,8226,70.91379310344827
4230,77,0,Weekdays,31.309348498083963,3687,31.78448275862069
4231,77,11,Weekdays,21.649758551272775,4423,38.12931034482759
4232,16,12,Weekdays,22.517026633297224,2321,20.00862068965517
4233,53,10,Weekdays,43.823838251341414,133,1.146551724137931
4234,22,10,Weekend/Holidays,28.75735351839777,1019,8.78448275862069
4235,49,10,Weekend/Holidays,35.84982374601955,172,1.4827586206896552
4236,56,7,Weekdays,37.946011936683746,6256,53.93103448275862
4237,3,20,Weekdays,28.403902073784803,10030,86.46551724137932
4238,2,20,Weekend/Holidays,22.81044464157301,965,8.318965517241379
4239,30,13,Weekdays,26.855206064504554,409,3.5258620689655173
4240,30,2,Weekdays,35.3686405915806,117,1.0086206896551724
4241,11,15,Weekdays,26.371278214243926,1351,11.64655172413793
4242,76,5,Weekend/Holidays,52.62451983573763,4853,41.83620689655172
4243,38,14,Weekend/Holidays,24.108000747616977,328,2.8275862068965516
4244,32,2,Weekdays,32.81101538429709,7801,67.25
4245,60,21,Weekend/Holidays,33.980714182039115,277,2.3879310344827585
4246,7,20,Weekdays,23.603805331744745,44439,383.0948275862069
4247,7,8,Weekdays,18.652580283413194,5870,50.60344827586207
4248,7,6,Weekdays,25.40024549212548,1786,15.39655172413793
4249,6,18,Weekend/Holidays,23.907257613698455,10561,91.04310344827586
4250,6,16,Weekend/Holidays,23.51367719545076,9228,79.55172413793103
4251,5,12,Weekend/Holidays,24.288586701066325,879,7.577586206896552
4252,5,11,Weekend/Holidays,26.97584072191046,801,6.905172413793103
4253,27,2,Weekend/Holidays,30.942318697582643,147,1.2672413793103448
4254,23,18,Weekend/Holidays,22.334289411228358,230,1.9827586206896552
4255,26,15,Weekend/Holidays,32.43150444456868,88,0.7586206896551724
4256,12,3,Weekend/Holidays,40.59823059995848,128,1.103448275862069
4257,15,3,Weekend/Holidays,27.36816578042409,478,4.120689655172414
4258,15,20,Weekend/Holidays,30.391732190141045,449,3.8706896551724137
4259,10,11,Weekdays,31.025854844166957,988,8.517241379310345
4260,24,0,Weekdays,31.40904798565055,12488,107.65517241379311
4261,4,1,Weekend/Holidays,25.580701126527174,1534,13.224137931034482
4262,4,19,Weekend/Holidays,27.21012480820703,1387,11.956896551724139
4263,22,23,Weekend/Holidays,28.11230244091881,3073,26.49137931034483
4264,29,10,Weekdays,22.479595670457993,572,4.931034482758621
4265,30,19,Weekdays,18.56172911273458,234,2.0172413793103448
4266,42,15,Weekdays,26.647249593432107,1136,9.793103448275861
4267,50,1,Weekdays,53.20254650682101,28,0.2413793103448276
4268,69,15,Weekdays,25.37231569861753,854,7.362068965517241
4269,34,21,Weekdays,30.328752807916963,1189,10.25
4270,60,10,Weekdays,28.142194316596022,481,4.146551724137931
4271,5,12,Weekdays,27.585278242774326,2193,18.905172413793103
4272,23,11,Weekdays,23.266685703298304,608,5.241379310344827
4273,25,17,Weekdays,20.150282482060945,959,8.267241379310345
4274,14,22,Weekdays,28.944492945582354,1902,16.396551724137932
4275,10,7,Weekdays,30.464953591454535,469,4.043103448275862
4276,70,8,Weekdays,27.798152622592987,147,1.2672413793103448
4277,56,16,Weekdays,21.383131607836216,9498,81.87931034482759
4278,41,16,Weekend/Holidays,30.817826634549203,1162,10.017241379310345
4279,76,13,Weekend/Holidays,31.76376780849254,9121,78.62931034482759
4280,7,5,Weekdays,34.17928692867127,1413,12.181034482758621
4281,16,15,Weekdays,20.517038624403728,2717,23.42241379310345
4282,12,1,Weekdays,42.26328812821816,201,1.7327586206896552
4283,15,23,Weekend/Holidays,28.6104214341501,547,4.7155172413793105
4284,10,8,Weekend/Holidays,46.64802343745394,191,1.646551724137931
4285,17,22,Weekend/Holidays,31.033636311094845,123,1.0603448275862069
4286,4,15,Weekend/Holidays,21.74173800702228,1038,8.948275862068966
4287,4,1,Weekdays,29.610120726767114,1611,13.887931034482758
4288,48,9,Weekdays,21.83627468187802,588,5.068965517241379
4289,34,10,Weekdays,28.758918301086947,1125,9.698275862068966
4290,48,16,Weekend/Holidays,30.053744198286992,49,0.4224137931034483
4291,40,13,Weekdays,28.795772833868945,244,2.103448275862069
4292,51,13,Weekdays,35.76061018405787,221,1.9051724137931034
4293,44,8,Weekdays,25.215489031757098,383,3.3017241379310347
4294,44,2,Weekend/Holidays,50.50642950474184,35,0.3017241379310345
4295,51,15,Weekdays,28.83496741583282,215,1.853448275862069
4296,36,8,Weekend/Holidays,43.072449232987545,28,0.2413793103448276
4297,33,4,Weekdays,27.77382937620739,885,7.629310344827586
4298,60,17,Weekend/Holidays,25.388317103247427,386,3.3275862068965516
4299,27,12,Weekdays,27.617111733559565,696,6.0
4300,44,3,Weekdays,53.41993694589619,59,0.5086206896551724
4301,66,12,Weekdays,26.979699460974253,273,2.353448275862069
4302,39,8,Weekdays,30.632177326006847,379,3.2672413793103448
4303,39,21,Weekdays,37.19443209647245,1374,11.844827586206897
4304,23,22,Weekdays,26.19868323182925,652,5.620689655172414
4305,25,15,Weekdays,21.67953733837181,707,6.094827586206897
4306,51,6,Weekdays,49.50309536216779,49,0.4224137931034483
4307,25,8,Weekdays,32.01013920275999,450,3.8793103448275863
4308,11,21,Weekend/Holidays,29.58602167471859,408,3.5172413793103448
4309,5,18,Weekend/Holidays,25.164363392024917,1657,14.28448275862069
4310,66,20,Weekdays,25.466371499780106,98,0.8448275862068966
4311,21,5,Weekdays,21.392933356268742,502,4.327586206896552
4312,58,12,Weekdays,27.875171165422916,301,2.5948275862068964
4313,15,9,Weekend/Holidays,17.075935266630015,373,3.2155172413793105
4314,49,16,Weekend/Holidays,26.240888192805834,127,1.0948275862068966
4315,17,9,Weekdays,24.163324598679814,267,2.3017241379310347
4316,20,16,Weekdays,17.862480298885313,297,2.560344827586207
4317,63,17,Weekdays,15.15633135499447,113,0.9741379310344828
4318,64,21,Weekdays,41.33928063113325,202,1.7413793103448276
4319,42,22,Weekend/Holidays,32.22403939321738,139,1.1982758620689655
4320,60,20,Weekend/Holidays,31.351033235672496,324,2.793103448275862
4321,67,20,Weekdays,28.58532378831091,95,0.8189655172413793
4322,56,1,Weekdays,33.51314308714028,455,3.9224137931034484
4323,11,8,Weekend/Holidays,41.46197468354432,153,1.3189655172413792
4324,17,14,Weekend/Holidays,18.50747232384209,114,0.9827586206896551
4325,70,12,Weekdays,27.90185173285483,275,2.3706896551724137
4326,65,21,Weekend/Holidays,47.08551762730834,20,0.1724137931034483
4327,20,7,Weekend/Holidays,23.67456946645537,40,0.3448275862068966
4328,25,4,Weekdays,37.411205397548066,116,1.0
4329,26,14,Weekend/Holidays,31.733001711941597,48,0.41379310344827586
4330,48,14,Weekdays,19.87630311992228,257,2.2155172413793105
4331,32,17,Weekend/Holidays,19.961819095439218,39987,344.7155172413793
4332,6,14,Weekdays,25.676352556665513,19912,171.6551724137931
4333,67,14,Weekdays,19.80033836588771,162,1.396551724137931
4334,3,2,Weekend/Holidays,27.653939188854,4024,34.689655172413794
4335,46,23,Weekdays,37.59233877685629,216,1.8620689655172413
4336,33,7,Weekdays,21.960408400064978,8844,76.24137931034483
4337,32,21,Weekend/Holidays,28.057739661341934,27181,234.31896551724137
4338,41,11,Weekend/Holidays,36.91996719998474,1799,15.508620689655173
4339,31,2,Weekdays,32.86078003164806,519,4.474137931034483
4340,30,16,Weekdays,21.552614688712982,318,2.7413793103448274
4341,11,6,Weekend/Holidays,31.12506722974335,180,1.5517241379310345
4342,11,2,Weekdays,42.09603497080316,382,3.293103448275862
4343,39,1,Weekend/Holidays,40.37664406872452,192,1.6551724137931034
4344,39,18,Weekdays,26.966335856353997,1730,14.913793103448276
4345,44,22,Weekdays,41.63506718067235,293,2.5258620689655173
4346,7,10,Weekdays,21.934976259805662,10456,90.13793103448276
4347,7,20,Weekend/Holidays,25.729243233568717,10384,89.51724137931035
4348,6,20,Weekend/Holidays,26.956880340403693,10174,87.70689655172414
4349,24,4,Weekend/Holidays,23.172056335409504,6600,56.89655172413793
4350,24,0,Weekend/Holidays,22.765659905070947,12348,106.44827586206897
4351,58,3,Weekdays,32.28909616029294,77,0.6637931034482759
4352,25,3,Weekend/Holidays,29.138797760687375,246,2.1206896551724137
4353,76,11,Weekend/Holidays,43.20020403107495,8210,70.77586206896552
4354,46,3,Weekend/Holidays,39.3699491118579,21,0.1810344827586207
4355,2,15,Weekend/Holidays,11.987173320399393,1049,9.043103448275861
4356,63,11,Weekdays,29.29054312140655,82,0.7068965517241379
4357,43,9,Weekdays,25.429376210461935,558,4.810344827586207
4358,42,15,Weekend/Holidays,25.513289230215,267,2.3017241379310347
4359,69,18,Weekdays,23.861799759540805,592,5.103448275862069
4360,35,7,Weekdays,12.522008390171512,966,8.327586206896552
4361,37,12,Weekdays,34.0697179515195,284,2.4482758620689653
4362,53,18,Weekend/Holidays,38.569275262384025,59,0.5086206896551724
4363,60,18,Weekdays,20.965525075010717,1180,10.172413793103448
4364,71,13,Weekdays,27.90046245429737,502,4.327586206896552
4365,14,14,Weekdays,21.332532377219554,1339,11.543103448275861
4366,2,8,Weekend/Holidays,19.153748503832865,570,4.913793103448276
4367,11,19,Weekend/Holidays,34.77806782451336,419,3.6120689655172415
4368,2,23,Weekdays,26.19390068055051,2241,19.31896551724138
4369,30,17,Weekdays,19.18110452359834,292,2.5172413793103448
4370,30,16,Weekend/Holidays,27.165394590589106,110,0.9482758620689655
4371,76,2,Weekend/Holidays,40.06719225814366,576,4.9655172413793105
4372,69,9,Weekdays,28.543289795337444,416,3.586206896551724
4373,34,23,Weekdays,34.71785560737544,671,5.7844827586206895
4374,7,0,Weekend/Holidays,23.097205135901063,12813,110.45689655172414
4375,77,5,Weekend/Holidays,21.25711394432394,1589,13.698275862068966
4376,4,20,Weekend/Holidays,28.705340031091822,1275,10.991379310344827
4377,4,8,Weekend/Holidays,28.173777304542533,513,4.422413793103448
4378,22,20,Weekend/Holidays,29.502218844984803,2621,22.594827586206897
4379,12,23,Weekend/Holidays,36.72712527830314,163,1.4051724137931034
4380,15,0,Weekdays,30.81834833275516,1023,8.818965517241379
4381,17,20,Weekdays,28.89710463825778,339,2.9224137931034484
4382,9,16,Weekdays,28.486639030868915,168,1.4482758620689655
4383,9,22,Weekend/Holidays,15.875073529411761,68,0.5862068965517241
4384,44,5,Weekdays,18.950237381885223,71,0.6120689655172413
4385,36,17,Weekdays,23.838019016873858,412,3.5517241379310347
4386,37,11,Weekdays,35.97638457407974,283,2.439655172413793
4387,73,1,Weekdays,43.14781950672646,32,0.27586206896551724
4388,57,19,Weekdays,25.16788474299831,75,0.646551724137931
4389,22,18,Weekend/Holidays,24.590281517572464,2531,21.81896551724138
4390,33,1,Weekend/Holidays,25.081295654759316,3522,30.362068965517242
4391,39,12,Weekdays,31.947299551138002,1248,10.758620689655173
4392,66,14,Weekdays,19.48948119851976,138,1.1896551724137931
4393,60,22,Weekdays,34.44447638223848,861,7.422413793103448
4394,21,0,Weekdays,33.19560965934605,1534,13.224137931034482
4395,28,22,Weekend/Holidays,24.345859545942652,12135,104.61206896551724
4396,69,16,Weekdays,24.592944797672555,602,5.189655172413793
4397,21,9,Weekend/Holidays,30.46773269362578,295,2.543103448275862
4398,2,14,Weekend/Holidays,13.12911666698403,1057,9.112068965517242
4399,71,11,Weekend/Holidays,28.362105618970848,135,1.1637931034482758
4400,21,4,Weekdays,27.67007629863529,599,5.163793103448276
4401,13,7,Weekdays,19.76937534917833,384,3.310344827586207
4402,77,14,Weekend/Holidays,24.97503926943544,2016,17.379310344827587
4403,14,10,Weekend/Holidays,22.494533383962725,391,3.3706896551724137
4404,1,9,Weekend/Holidays,20.191017039593042,640,5.517241379310345
4405,2,2,Weekend/Holidays,28.12495201802571,921,7.939655172413793
4406,1,4,Weekdays,20.878227340470165,1067,9.198275862068966
4407,61,0,Weekend/Holidays,34.19132780161416,96,0.8275862068965517
4408,24,10,Weekend/Holidays,26.273643608212225,2587,22.301724137931036
4409,25,5,Weekend/Holidays,29.79203775597902,131,1.1293103448275863
4410,59,10,Weekdays,11.4532453276675,3772,32.51724137931034
4411,58,11,Weekdays,29.030196930362013,264,2.2758620689655173
4412,21,4,Weekend/Holidays,29.102733072328615,948,8.172413793103448
4413,21,16,Weekdays,18.20492865596617,2492,21.482758620689655
4414,14,4,Weekend/Holidays,28.104850040367793,1185,10.21551724137931
4415,17,8,Weekdays,24.936532884106853,150,1.293103448275862
4416,65,17,Weekdays,19.135191489862994,140,1.206896551724138
4417,39,19,Weekdays,30.638896823772896,1593,13.732758620689655
4418,60,16,Weekdays,22.17113803582565,936,8.068965517241379
4419,70,17,Weekend/Holidays,26.852997847404925,77,0.6637931034482759
4420,19,17,Weekend/Holidays,18.36909788867562,173,1.4913793103448276
4421,10,10,Weekend/Holidays,30.93017210708886,253,2.1810344827586206
4422,35,17,Weekend/Holidays,22.067240681883856,746,6.431034482758621
4423,3,12,Weekend/Holidays,19.455520756232026,2196,18.93103448275862
4424,31,13,Weekdays,25.347350242780273,1225,10.560344827586206
4425,77,3,Weekend/Holidays,26.814442861450527,2199,18.95689655172414
4426,41,14,Weekdays,31.99402625914945,4196,36.172413793103445
4427,28,8,Weekend/Holidays,23.550240119119263,6645,57.28448275862069
4428,31,19,Weekend/Holidays,22.952049577988962,675,5.818965517241379
4429,63,21,Weekdays,28.525097739498506,85,0.7327586206896551
4430,5,2,Weekdays,33.56940370116517,811,6.991379310344827
4431,68,10,Weekend/Holidays,35.157666623583644,181,1.5603448275862069
4432,23,12,Weekend/Holidays,23.980846343711903,250,2.1551724137931036
4433,20,0,Weekdays,27.341103126490022,238,2.0517241379310347
4434,9,0,Weekend/Holidays,39.49750340202178,71,0.6120689655172413
4435,4,3,Weekend/Holidays,24.939443147715906,1042,8.982758620689655
4436,14,20,Weekend/Holidays,26.136537120675527,632,5.448275862068965
4437,39,21,Weekend/Holidays,36.69957487064799,359,3.0948275862068964
4438,13,14,Weekend/Holidays,18.451927008582054,286,2.4655172413793105
4439,12,9,Weekend/Holidays,36.68387914684734,115,0.9913793103448276
4440,72,6,Weekdays,56.39738898756661,16,0.13793103448275862
4441,37,14,Weekdays,31.403098636907806,263,2.2672413793103448
4442,51,12,Weekdays,38.827920437790304,274,2.3620689655172415
4443,67,13,Weekdays,24.924095019550414,198,1.706896551724138
4444,35,1,Weekend/Holidays,26.802921564553,392,3.3793103448275863
4445,41,10,Weekend/Holidays,35.709171356947024,1548,13.344827586206897
4446,69,1,Weekend/Holidays,41.06803608303448,67,0.5775862068965517
4447,35,15,Weekend/Holidays,23.592223632892182,728,6.275862068965517
4448,77,7,Weekend/Holidays,20.245190396417897,691,5.956896551724138
4449,36,5,Weekend/Holidays,35.454449339207045,22,0.1896551724137931
4450,77,23,Weekend/Holidays,29.67499416379253,2438,21.017241379310345
4451,27,15,Weekdays,20.830774680906487,701,6.043103448275862
4452,27,6,Weekdays,30.234734419967054,179,1.543103448275862
4453,67,9,Weekdays,23.294050632911397,98,0.8448275862068966
4454,53,11,Weekdays,42.16947559305725,172,1.4827586206896552
4455,52,3,Weekend/Holidays,51.184620498614954,5,0.04310344827586207
4456,59,11,Weekdays,13.72502462099052,4050,34.91379310344828
4457,27,0,Weekdays,27.38651098631426,213,1.8362068965517242
4458,27,6,Weekend/Holidays,52.48968225020919,43,0.3706896551724138
4459,16,8,Weekend/Holidays,25.48915244505797,355,3.060344827586207
4460,17,15,Weekend/Holidays,23.915875338856136,135,1.1637931034482758
4461,20,13,Weekdays,21.240736949846475,172,1.4827586206896552
4462,19,19,Weekdays,19.23937792026504,510,4.396551724137931
4463,11,11,Weekend/Holidays,36.107409688227385,271,2.336206896551724
4464,29,14,Weekdays,17.511368833745255,689,5.939655172413793
4465,54,23,Weekdays,70.37988243646173,51,0.4396551724137931
4466,46,15,Weekdays,28.45139484978541,356,3.0689655172413794
4467,66,0,Weekdays,32.19214961051317,76,0.6551724137931034
4468,63,10,Weekend/Holidays,26.70445927703615,23,0.19827586206896552
4469,63,19,Weekend/Holidays,24.095487361253614,29,0.25
4470,42,9,Weekdays,30.520586098542598,537,4.629310344827586
4471,69,5,Weekend/Holidays,43.299935363157,29,0.25
4472,61,23,Weekdays,39.17686575276285,103,0.8879310344827587
4473,75,11,Weekend/Holidays,36.92303710094911,61,0.5258620689655172
4474,27,4,Weekend/Holidays,31.497803007459655,89,0.7672413793103449
4475,16,9,Weekend/Holidays,24.156414500381214,568,4.896551724137931
4476,13,10,Weekdays,21.016950612509895,845,7.2844827586206895
4477,20,17,Weekdays,16.599977120530806,164,1.4137931034482758
4478,25,13,Weekend/Holidays,29.60392185868172,249,2.146551724137931
4479,19,4,Weekdays,26.98029100206989,294,2.5344827586206895
4480,37,16,Weekdays,21.44030518038699,251,2.163793103448276
4481,43,0,Weekdays,41.51920765275384,286,2.4655172413793105
4482,57,8,Weekdays,26.918373656952934,62,0.5344827586206896
4483,69,21,Weekdays,34.23783777980568,406,3.5
4484,13,13,Weekend/Holidays,18.563052282200378,256,2.206896551724138
4485,12,5,Weekdays,15.319297377535873,78,0.6724137931034483
4486,67,18,Weekdays,22.387900617989906,201,1.7327586206896552
4487,20,23,Weekdays,25.183180951184596,277,2.3879310344827585
4488,57,16,Weekend/Holidays,23.775883550795687,33,0.28448275862068967
4489,12,19,Weekdays,31.40825558418748,750,6.4655172413793105
4490,9,0,Weekdays,40.63346607510008,141,1.2155172413793103
4491,58,15,Weekend/Holidays,17.486277250790483,38,0.3275862068965517
4492,42,23,Weekdays,38.554087707354334,229,1.9741379310344827
4493,54,22,Weekdays,64.37999224916355,107,0.9224137931034483
4494,11,7,Weekdays,25.097985902604314,438,3.7758620689655173
4495,69,5,Weekdays,31.17697939686767,82,0.7068965517241379
4496,49,21,Weekdays,52.68118288554959,162,1.396551724137931
4497,37,3,Weekdays,21.735181701903542,41,0.35344827586206895
4498,60,0,Weekdays,51.60913238507841,433,3.7327586206896552
4499,73,2,Weekdays,47.129726443768995,20,0.1724137931034483
4500,61,22,Weekdays,32.170296574794996,120,1.0344827586206897
4501,75,7,Weekdays,26.593561902365376,67,0.5775862068965517
4502,16,16,Weekend/Holidays,23.884412715415387,1038,8.948275862068966
4503,13,16,Weekend/Holidays,21.528677969001578,279,2.4051724137931036
4504,57,9,Weekdays,21.80444807511348,99,0.853448275862069
4505,25,0,Weekend/Holidays,31.26102391023079,187,1.6120689655172413
4506,25,17,Weekend/Holidays,24.71347153730205,198,1.706896551724138
4507,27,16,Weekend/Holidays,22.575410654782086,205,1.7672413793103448
4508,38,23,Weekdays,34.22813823846186,379,3.2672413793103448
4509,32,12,Weekend/Holidays,22.577668553446486,31310,269.91379310344826
4510,6,17,Weekend/Holidays,23.254916854730773,10060,86.72413793103448
4511,60,13,Weekdays,24.104601148415117,723,6.232758620689655
4512,65,12,Weekdays,29.923927821116234,88,0.7586206896551724
4513,2,21,Weekdays,26.235047270862985,2307,19.887931034482758
4514,36,23,Weekdays,38.26190274955615,131,1.1293103448275863
4515,38,21,Weekend/Holidays,31.71081818072613,236,2.0344827586206895
4516,6,7,Weekend/Holidays,25.57705459650458,1334,11.5
4517,25,13,Weekdays,27.1199367972792,703,6.060344827586207
4518,19,4,Weekend/Holidays,24.89118175118737,368,3.1724137931034484
4519,19,1,Weekend/Holidays,21.741645761985893,488,4.206896551724138
4520,17,3,Weekdays,29.5730338423398,96,0.8275862068965517
4521,30,9,Weekdays,25.81878442585944,684,5.896551724137931
4522,39,4,Weekdays,34.76786644778649,198,1.706896551724138
4523,69,22,Weekdays,36.39294956247166,270,2.3275862068965516
4524,49,5,Weekend/Holidays,36.00836589526537,19,0.16379310344827586
4525,34,19,Weekend/Holidays,29.91756516551683,848,7.310344827586207
4526,67,23,Weekend/Holidays,34.740166547503904,41,0.35344827586206895
4527,19,16,Weekdays,15.622308613767448,526,4.5344827586206895
4528,10,3,Weekend/Holidays,42.564924561085036,191,1.646551724137931
4529,3,6,Weekdays,17.643454864897997,1765,15.21551724137931
4530,51,1,Weekdays,11.245150284321692,12,0.10344827586206896
4531,39,3,Weekdays,42.071832717872965,127,1.0948275862068966
4532,58,17,Weekdays,18.493692428457415,160,1.3793103448275863
4533,20,1,Weekdays,25.744514230341316,291,2.5086206896551726
4534,17,15,Weekdays,21.276302731253047,349,3.0086206896551726
4535,9,18,Weekend/Holidays,30.804887392616674,89,0.7672413793103449
4536,9,15,Weekend/Holidays,27.548550686278208,67,0.5775862068965517
4537,24,7,Weekend/Holidays,33.480619712720575,935,8.060344827586206
4538,48,10,Weekdays,25.87437753721245,177,1.5258620689655173
4539,43,9,Weekend/Holidays,20.474744764653128,137,1.1810344827586208
4540,66,18,Weekdays,22.623397901884832,169,1.456896551724138
4541,38,1,Weekdays,35.26575563858317,179,1.543103448275862
4542,29,15,Weekdays,20.189306178558088,486,4.189655172413793
4543,60,7,Weekend/Holidays,37.236362891329286,75,0.646551724137931
4544,31,16,Weekdays,18.724492542327333,1497,12.905172413793103
4545,36,3,Weekdays,20.292179862847675,78,0.6724137931034483
4546,27,18,Weekend/Holidays,29.308222300823648,117,1.0086206896551724
4547,19,18,Weekend/Holidays,19.205986738802032,183,1.5775862068965518
4548,72,5,Weekend/Holidays,64.99939393939394,9,0.07758620689655173
4549,13,22,Weekend/Holidays,22.57577752130809,218,1.8793103448275863
4550,66,17,Weekdays,17.89923262519861,203,1.75
4551,73,11,Weekend/Holidays,32.567802221426014,169,1.456896551724138
4552,26,17,Weekdays,19.5680786652857,145,1.25
4553,57,12,Weekdays,30.969030557665775,100,0.8620689655172413
4554,58,15,Weekdays,23.417264421544672,146,1.2586206896551724
4555,29,4,Weekdays,47.964904306220106,54,0.46551724137931033
4556,64,12,Weekdays,41.08217886107,224,1.9310344827586208
4557,43,23,Weekdays,37.7701540150024,334,2.8793103448275863
4558,73,0,Weekdays,49.88410616600258,69,0.5948275862068966
4559,26,10,Weekdays,32.093010642157445,125,1.0775862068965518
4560,12,8,Weekdays,20.380521519014167,371,3.1982758620689653
4561,77,5,Weekdays,18.213504612678214,1242,10.706896551724139
4562,26,22,Weekdays,35.232297169568135,113,0.9741379310344828
4563,20,6,Weekdays,24.15690875758003,82,0.7068965517241379
4564,46,2,Weekdays,38.78100419610516,33,0.28448275862068967
4565,20,14,Weekdays,22.365938890452064,179,1.543103448275862
4566,19,7,Weekdays,22.81368639301501,147,1.2672413793103448
4567,20,4,Weekdays,28.32419538180827,120,1.0344827586206897
4568,21,8,Weekdays,17.259423935519315,940,8.10344827586207
4569,76,18,Weekdays,23.825673113186532,26018,224.29310344827587
4570,14,19,Weekend/Holidays,23.392843711493345,602,5.189655172413793
4571,29,23,Weekend/Holidays,27.423905536812853,80,0.6896551724137931
4572,29,2,Weekdays,30.39718205413422,81,0.6982758620689655
4573,54,15,Weekdays,39.094011786436795,90,0.7758620689655172
4574,3,23,Weekend/Holidays,27.097977259328104,3481,30.00862068965517
4575,33,18,Weekend/Holidays,22.06798300951367,7602,65.53448275862068
4576,33,0,Weekend/Holidays,24.22778289005334,4368,37.6551724137931
