"","X.1","X","ï..","trip_date","time_indicator","trips","Weekday","Holiday","Season","Day_of_Week","Month","taxi_id","Distance"
"733",733,733,309,"2019-07-03","Lunch Period",8518,"WEEKDAY",0,"Summer","Wed","Jul",2286,38569.872
"734",734,734,605,"2019-07-03","AM Period",7425,"WEEKDAY",0,"Summer","Wed","Jul",1842,34629.296
"735",735,735,802,"2019-07-03","Night",7513,"WEEKDAY",0,"Summer","Wed","Jul",1848,52960.288
"736",736,736,1079,"2019-07-03","PM Period",13852,"WEEKDAY",0,"Summer","Wed","Jul",2753,63612.96
"737",737,737,98,"2019-07-04","PM Period",7451,"WEEKDAY",1,"Summer","Thu","Jul",1538,39877.392
"738",738,738,411,"2019-07-04","Night",9011,"WEEKDAY",1,"Summer","Thu","Jul",1453,38061.728
"739",739,739,560,"2019-07-04","AM Period",2396,"WEEKDAY",1,"Summer","Thu","Jul",882,18292.352
"740",740,740,754,"2019-07-04","Lunch Period",3651,"WEEKDAY",1,"Summer","Thu","Jul",1182,23750.112
"741",741,741,562,"2019-07-05","AM Period",4453,"WEEKDAY",0,"Summer","Fri","Jul",1351,24174.688
"742",742,742,861,"2019-07-05","PM Period",11874,"WEEKDAY",0,"Summer","Fri","Jul",2476,48770.144
"743",743,743,1185,"2019-07-05","Night",8388,"WEEKDAY",0,"Summer","Fri","Jul",1809,36758.032
"744",744,744,1286,"2019-07-05","Lunch Period",6568,"WEEKDAY",0,"Summer","Fri","Jul",1811,31743.104
"745",745,745,803,"2019-07-06","PM Period",9253,"WEEKEND",0,"Summer","Sat","Jul",2148,48781.712
"746",746,746,864,"2019-07-06","Night",10317,"WEEKEND",0,"Summer","Sat","Jul",1852,49817.984
"747",747,747,1182,"2019-07-06","Lunch Period",4623,"WEEKEND",0,"Summer","Sat","Jul",1503,25495.44
"748",748,748,1287,"2019-07-06","AM Period",2932,"WEEKEND",0,"Summer","Sat","Jul",1001,19627.792
"749",749,749,197,"2019-07-07","AM Period",3452,"WEEKEND",0,"Summer","Sun","Jul",1193,29391.088
"750",750,750,303,"2019-07-07","Night",9593,"WEEKEND",0,"Summer","Sun","Jul",2008,66660.448
"751",751,751,308,"2019-07-07","PM Period",7763,"WEEKEND",0,"Summer","Sun","Jul",2185,68482.928
"752",752,752,1181,"2019-07-07","Lunch Period",4288,"WEEKEND",0,"Summer","Sun","Jul",1605,36711.28
"753",753,753,99,"2019-07-08","Night",6852,"WEEKDAY",0,"Summer","Mon","Jul",2200,57834.064
"754",754,754,305,"2019-07-08","AM Period",9125,"WEEKDAY",0,"Summer","Mon","Jul",2193,60941.488
"755",755,755,459,"2019-07-08","Lunch Period",8298,"WEEKDAY",0,"Summer","Mon","Jul",2576,55055.824
"756",756,756,974,"2019-07-08","PM Period",14781,"WEEKDAY",0,"Summer","Mon","Jul",3142,91559.28
"757",757,757,306,"2019-07-09","AM Period",9774,"WEEKDAY",0,"Summer","Tue","Jul",2222,54278.544
"758",758,758,755,"2019-07-09","Lunch Period",9732,"WEEKDAY",0,"Summer","Tue","Jul",2645,55343.2
"759",759,759,926,"2019-07-09","PM Period",17667,"WEEKDAY",0,"Summer","Tue","Jul",3240,96851.472
"760",760,760,1024,"2019-07-09","Night",7774,"WEEKDAY",0,"Summer","Tue","Jul",2210,53141.216
"761",761,761,144,"2019-07-10","AM Period",10876,"WEEKDAY",0,"Summer","Wed","Jul",2235,55987.76
"762",762,762,461,"2019-07-10","Lunch Period",11311,"WEEKDAY",0,"Summer","Wed","Jul",2704,60569.056
"763",763,763,925,"2019-07-10","Night",9252,"WEEKDAY",0,"Summer","Wed","Jul",2380,58803.616
"764",764,764,1082,"2019-07-10","PM Period",20106,"WEEKDAY",0,"Summer","Wed","Jul",3240,103779.232
"765",765,765,460,"2019-07-11","Night",10838,"WEEKDAY",0,"Summer","Thu","Jul",2544,72996
"766",766,766,756,"2019-07-11","PM Period",20749,"WEEKDAY",0,"Summer","Thu","Jul",3366,118859.888
"767",767,767,1023,"2019-07-11","Lunch Period",11031,"WEEKDAY",0,"Summer","Thu","Jul",2744,62186.96
"768",768,768,1284,"2019-07-11","AM Period",10653,"WEEKDAY",0,"Summer","Thu","Jul",2171,55137.744
"769",769,769,236,"2019-07-12","PM Period",20315,"WEEKDAY",0,"Summer","Fri","Jul",3301,109044.704
"770",770,770,362,"2019-07-12","AM Period",9573,"WEEKDAY",0,"Summer","Fri","Jul",2101,57719.216
"771",771,771,1025,"2019-07-12","Night",11916,"WEEKDAY",0,"Summer","Fri","Jul",2528,66868.928
"772",772,772,1444,"2019-07-12","Lunch Period",11206,"WEEKDAY",0,"Summer","Fri","Jul",2675,66496.288
"773",773,773,36,"2019-07-13","Night",14519,"WEEKEND",0,"Summer","Sat","Jul",2135,62796.72
"774",774,774,361,"2019-07-13","PM Period",13966,"WEEKEND",0,"Summer","Sat","Jul",2409,69289.712
"775",775,775,862,"2019-07-13","AM Period",4114,"WEEKEND",0,"Summer","Sat","Jul",1247,31844.432
"776",776,776,1132,"2019-07-13","Lunch Period",6702,"WEEKEND",0,"Summer","Sat","Jul",1787,39677.68
"777",777,777,96,"2019-07-14","Night",12528,"WEEKEND",0,"Summer","Sun","Jul",2083,75300.4
"778",778,778,1184,"2019-07-14","Lunch Period",5375,"WEEKEND",0,"Summer","Sun","Jul",1717,45257.968
"779",779,779,1230,"2019-07-14","AM Period",4173,"WEEKEND",0,"Summer","Sun","Jul",1345,37265.28
"780",780,780,1285,"2019-07-14","PM Period",9822,"WEEKEND",0,"Summer","Sun","Jul",2291,79159.504
"781",781,781,559,"2019-07-15","AM Period",10782,"WEEKDAY",0,"Summer","Mon","Jul",2343,74615.504
"782",782,782,561,"2019-07-15","Night",8333,"WEEKDAY",0,"Summer","Mon","Jul",2261,66705.2
"783",783,783,647,"2019-07-15","PM Period",18445,"WEEKDAY",0,"Summer","Mon","Jul",3204,111701.808
"784",784,784,976,"2019-07-15","Lunch Period",10139,"WEEKDAY",0,"Summer","Mon","Jul",2764,70103.728
"785",785,785,307,"2019-07-16","PM Period",19515,"WEEKDAY",0,"Summer","Tue","Jul",3217,103720.576
"786",786,786,310,"2019-07-16","AM Period",11699,"WEEKDAY",0,"Summer","Tue","Jul",2220,64029.504
"787",787,787,1231,"2019-07-16","Lunch Period",11119,"WEEKDAY",0,"Summer","Tue","Jul",2676,61797.216
"788",788,788,1394,"2019-07-16","Night",9423,"WEEKDAY",0,"Summer","Tue","Jul",2301,66000.848
"789",789,789,649,"2019-07-17","Night",10502,"WEEKDAY",0,"Summer","Wed","Jul",2438,78436.608
"790",790,790,752,"2019-07-17","Lunch Period",11536,"WEEKDAY",0,"Summer","Wed","Jul",2734,66443.088
"791",791,791,924,"2019-07-17","PM Period",21381,"WEEKDAY",0,"Summer","Wed","Jul",3263,107845.728
"792",792,792,1080,"2019-07-17","AM Period",11606,"WEEKDAY",0,"Summer","Wed","Jul",2272,66002.8
"793",793,793,35,"2019-07-18","Night",11623,"WEEKDAY",0,"Summer","Thu","Jul",2581,95285.6
"794",794,794,753,"2019-07-18","PM Period",21083,"WEEKDAY",0,"Summer","Thu","Jul",3352,131431.472
"795",795,795,975,"2019-07-18","Lunch Period",11428,"WEEKDAY",0,"Summer","Thu","Jul",2555,56241.12
"796",796,796,1390,"2019-07-18","AM Period",12290,"WEEKDAY",0,"Summer","Thu","Jul",2043,55202.448
"797",797,797,141,"2019-07-19","Night",13231,"WEEKDAY",0,"Summer","Fri","Jul",2588,89512.992
"798",798,798,606,"2019-07-19","AM Period",10325,"WEEKDAY",0,"Summer","Fri","Jul",2132,64572.816
"799",799,799,648,"2019-07-19","PM Period",21967,"WEEKDAY",0,"Summer","Fri","Jul",3200,113280.432
"800",800,800,705,"2019-07-19","Lunch Period",11891,"WEEKDAY",0,"Summer","Fri","Jul",2642,72227.76
"801",801,801,33,"2019-07-20","Night",14536,"WEEKEND",0,"Summer","Sat","Jul",2143,71382.496
"802",802,802,409,"2019-07-20","PM Period",13142,"WEEKEND",0,"Summer","Sat","Jul",2388,64636.816
"803",803,803,563,"2019-07-20","AM Period",4248,"WEEKEND",0,"Summer","Sat","Jul",1289,33290.704
"804",804,804,706,"2019-07-20","Lunch Period",6896,"WEEKEND",0,"Summer","Sat","Jul",1754,39947.408
"805",805,805,238,"2019-07-21","AM Period",4890,"WEEKEND",0,"Summer","Sun","Jul",1374,43475.024
"806",806,806,973,"2019-07-21","Lunch Period",6568,"WEEKEND",0,"Summer","Sun","Jul",1788,51477.088
"807",807,807,1135,"2019-07-21","Night",12597,"WEEKEND",0,"Summer","Sun","Jul",2121,85118.064
"808",808,808,1392,"2019-07-21","PM Period",9135,"WEEKEND",0,"Summer","Sun","Jul",2316,78182.304
"809",809,809,646,"2019-07-22","PM Period",16587,"WEEKDAY",0,"Summer","Mon","Jul",3162,101019.04
"810",810,810,805,"2019-07-22","Night",7791,"WEEKDAY",0,"Summer","Mon","Jul",2157,61554.24
"811",811,811,1134,"2019-07-22","AM Period",9957,"WEEKDAY",0,"Summer","Mon","Jul",2261,69806.496
"812",812,812,1183,"2019-07-22","Lunch Period",9328,"WEEKDAY",0,"Summer","Mon","Jul",2679,66104.256
"813",813,813,198,"2019-07-23","Lunch Period",10132,"WEEKDAY",0,"Summer","Tue","Jul",2571,57317.2
"814",814,814,235,"2019-07-23","PM Period",18055,"WEEKDAY",0,"Summer","Tue","Jul",3167,98422.704
"815",815,815,462,"2019-07-23","Night",8476,"WEEKDAY",0,"Summer","Tue","Jul",2243,60468.144
"816",816,816,1332,"2019-07-23","AM Period",10191,"WEEKDAY",0,"Summer","Tue","Jul",2209,58771.904
"817",817,817,234,"2019-07-24","AM Period",10177,"WEEKDAY",0,"Summer","Wed","Jul",2130,55566.848
"818",818,818,928,"2019-07-24","PM Period",18905,"WEEKDAY",0,"Summer","Wed","Jul",3227,108513.2
"819",819,819,929,"2019-07-24","Night",9536,"WEEKDAY",0,"Summer","Wed","Jul",2335,64703.312
"820",820,820,1229,"2019-07-24","Lunch Period",10274,"WEEKDAY",0,"Summer","Wed","Jul",2663,60919.44
"821",821,821,302,"2019-07-25","AM Period",10298,"WEEKDAY",0,"Summer","Thu","Jul",2195,59603.424
"822",822,822,927,"2019-07-25","Night",10493,"WEEKDAY",0,"Summer","Thu","Jul",2483,70656.992
"823",823,823,1022,"2019-07-25","PM Period",19579,"WEEKDAY",0,"Summer","Thu","Jul",3277,110052.528
"824",824,824,1391,"2019-07-25","Lunch Period",10678,"WEEKDAY",0,"Summer","Thu","Jul",2666,62184.608
"825",825,825,237,"2019-07-26","Night",10771,"WEEKDAY",0,"Summer","Fri","Jul",2394,60397.456
"826",826,826,801,"2019-07-26","PM Period",18843,"WEEKDAY",0,"Summer","Fri","Jul",3184,95191.152
"827",827,827,1083,"2019-07-26","AM Period",9094,"WEEKDAY",0,"Summer","Fri","Jul",2043,55419.552
"828",828,828,1446,"2019-07-26","Lunch Period",10237,"WEEKDAY",0,"Summer","Fri","Jul",2589,59958.016
"829",829,829,304,"2019-07-27","Night",13386,"WEEKEND",0,"Summer","Sat","Jul",2000,57075.456
"830",830,830,804,"2019-07-27","AM Period",3781,"WEEKEND",0,"Summer","Sat","Jul",1174,27582.368
"831",831,831,1133,"2019-07-27","PM Period",12567,"WEEKEND",0,"Summer","Sat","Jul",2261,63818.56
"832",832,832,1393,"2019-07-27","Lunch Period",5958,"WEEKEND",0,"Summer","Sat","Jul",1692,34072.624
"833",833,833,34,"2019-07-28","AM Period",4177,"WEEKEND",0,"Summer","Sun","Jul",1328,34637.28
"834",834,834,607,"2019-07-28","Night",11398,"WEEKEND",0,"Summer","Sun","Jul",1974,62124.112
"835",835,835,865,"2019-07-28","Lunch Period",5407,"WEEKEND",0,"Summer","Sun","Jul",1715,42209.408
"836",836,836,922,"2019-07-28","PM Period",9246,"WEEKEND",0,"Summer","Sun","Jul",2190,77143.584
"837",837,837,97,"2019-07-29","Night",7517,"WEEKDAY",0,"Summer","Mon","Jul",2217,67785.84
"838",838,838,195,"2019-07-29","PM Period",15701,"WEEKDAY",0,"Summer","Mon","Jul",3099,85239.488
"839",839,839,704,"2019-07-29","Lunch Period",9396,"WEEKDAY",0,"Summer","Mon","Jul",2392,48196.464
"840",840,840,1081,"2019-07-29","AM Period",9994,"WEEKDAY",0,"Summer","Mon","Jul",2202,60691.632
"841",841,841,353,"2019-07-30","AM Period",9910,"WEEKDAY",0,"Summer","Tue","Jul",2177,52781.2
"842",842,842,1127,"2019-07-30","Lunch Period",9741,"WEEKDAY",0,"Summer","Tue","Jul",2551,54602.928
"843",843,843,1128,"2019-07-30","Night",8096,"WEEKDAY",0,"Summer","Tue","Jul",2199,58121.408
"844",844,844,1175,"2019-07-30","PM Period",17274,"WEEKDAY",0,"Summer","Tue","Jul",3123,92128.896
"845",845,845,352,"2019-07-31","Lunch Period",10192,"WEEKDAY",0,"Summer","Wed","Jul",2721,60893.488
"846",846,846,556,"2019-07-31","Night",9603,"WEEKDAY",0,"Summer","Wed","Jul",2407,68211.184
"847",847,847,1327,"2019-07-31","AM Period",10048,"WEEKDAY",0,"Summer","Wed","Jul",2166,57074.032
"848",848,848,1440,"2019-07-31","PM Period",18526,"WEEKDAY",0,"Summer","Wed","Jul",3202,101401.936
"849",849,849,354,"2019-08-01","AM Period",9988,"WEEKDAY",0,"Summer","Thu","Aug",2195,56586.608
"850",850,850,501,"2019-08-01","Lunch Period",10893,"WEEKDAY",0,"Summer","Thu","Aug",2726,65696.16
"851",851,851,1018,"2019-08-01","PM Period",19355,"WEEKDAY",0,"Summer","Thu","Aug",3309,108795.104
"852",852,852,1442,"2019-08-01","Night",11853,"WEEKDAY",0,"Summer","Thu","Aug",2489,81444.048
"853",853,853,186,"2019-08-02","PM Period",18718,"WEEKDAY",0,"Summer","Fri","Aug",3157,94220.928
"854",854,854,189,"2019-08-02","AM Period",8789,"WEEKDAY",0,"Summer","Fri","Aug",2040,50924.912
"855",855,855,298,"2019-08-02","Lunch Period",10672,"WEEKDAY",0,"Summer","Fri","Aug",2559,61627.264
"856",856,856,1017,"2019-08-02","Night",13539,"WEEKDAY",0,"Summer","Fri","Aug",2539,73324.208
"857",857,857,187,"2019-08-03","Night",15992,"WEEKEND",0,"Summer","Sat","Aug",2135,68181.952
"858",858,858,454,"2019-08-03","PM Period",13017,"WEEKEND",0,"Summer","Sat","Aug",2410,69476.272
"859",859,859,602,"2019-08-03","Lunch Period",6307,"WEEKEND",0,"Summer","Sat","Aug",1754,37490.592
"860",860,860,1388,"2019-08-03","AM Period",4206,"WEEKEND",0,"Summer","Sat","Aug",1306,30703.808
"861",861,861,94,"2019-08-04","Lunch Period",5926,"WEEKEND",0,"Summer","Sun","Aug",1794,46743.632
"862",862,862,233,"2019-08-04","PM Period",10740,"WEEKEND",0,"Summer","Sun","Aug",2311,80401.76
"863",863,863,301,"2019-08-04","AM Period",4444,"WEEKEND",0,"Summer","Sun","Aug",1342,37225.088
"864",864,864,455,"2019-08-04","Night",13763,"WEEKEND",0,"Summer","Sun","Aug",2112,72917.872
"865",865,865,294,"2019-08-05","Night",8661,"WEEKDAY",0,"Summer","Mon","Aug",2182,55601.2
"866",866,866,697,"2019-08-05","AM Period",10588,"WEEKDAY",0,"Summer","Mon","Aug",2218,69889.2
"867",867,867,920,"2019-08-05","Lunch Period",9624,"WEEKDAY",0,"Summer","Mon","Aug",2602,62984.4
"868",868,868,1380,"2019-08-05","PM Period",17635,"WEEKDAY",0,"Summer","Mon","Aug",3086,96052.192
"869",869,869,31,"2019-08-06","Night",9279,"WEEKDAY",0,"Summer","Tue","Aug",2235,60138.064
"870",870,870,232,"2019-08-06","Lunch Period",10179,"WEEKDAY",0,"Summer","Tue","Aug",2576,56771.984
"871",871,871,1176,"2019-08-06","PM Period",18789,"WEEKDAY",0,"Summer","Tue","Aug",3143,102821.36
"872",872,872,1177,"2019-08-06","AM Period",10236,"WEEKDAY",0,"Summer","Tue","Aug",2150,54972.16
"873",873,873,188,"2019-08-07","Night",9829,"WEEKDAY",0,"Summer","Wed","Aug",2286,63439.744
"874",874,874,558,"2019-08-07","AM Period",10795,"WEEKDAY",0,"Summer","Wed","Aug",2167,64061.296
"875",875,875,918,"2019-08-07","Lunch Period",11381,"WEEKDAY",0,"Summer","Wed","Aug",2733,74400.832
"876",876,876,1227,"2019-08-07","PM Period",19699,"WEEKDAY",0,"Summer","Wed","Aug",3186,107971.728
"877",877,877,295,"2019-08-08","Lunch Period",10949,"WEEKDAY",0,"Summer","Thu","Aug",2682,64315.28
"878",878,878,1131,"2019-08-08","PM Period",20723,"WEEKDAY",0,"Summer","Thu","Aug",3203,114346.88
"879",879,879,1330,"2019-08-08","AM Period",10566,"WEEKDAY",0,"Summer","Thu","Aug",2174,59875.408
"880",880,880,1382,"2019-08-08","Night",11196,"WEEKDAY",0,"Summer","Thu","Aug",2421,80531.904
"881",881,881,140,"2019-08-09","Night",11070,"WEEKDAY",0,"Summer","Fri","Aug",2415,66561.088
"882",882,882,557,"2019-08-09","PM Period",19010,"WEEKDAY",0,"Summer","Fri","Aug",3108,95964.624
"883",883,883,603,"2019-08-09","Lunch Period",10423,"WEEKDAY",0,"Summer","Fri","Aug",2570,59601.744
"884",884,884,857,"2019-08-09","AM Period",9201,"WEEKDAY",0,"Summer","Fri","Aug",2029,51608.96
"885",885,885,191,"2019-08-10","Night",13330,"WEEKEND",0,"Summer","Sat","Aug",1960,56026.176
"886",886,886,192,"2019-08-10","Lunch Period",5912,"WEEKEND",0,"Summer","Sat","Aug",1671,34094.928
"887",887,887,456,"2019-08-10","PM Period",12311,"WEEKEND",0,"Summer","Sat","Aug",2317,64986.928
"888",888,888,601,"2019-08-10","AM Period",4198,"WEEKEND",0,"Summer","Sat","Aug",1190,30069.296
"889",889,889,408,"2019-08-11","AM Period",4516,"WEEKEND",0,"Summer","Sun","Aug",1128,45751.136
"890",890,890,604,"2019-08-11","PM Period",8509,"WEEKEND",0,"Summer","Sun","Aug",1812,79552.384
"891",891,891,700,"2019-08-11","Lunch Period",5098,"WEEKEND",0,"Summer","Sun","Aug",1341,47418.24
"892",892,892,798,"2019-08-11","Night",11107,"WEEKEND",0,"Summer","Sun","Aug",1815,67718.368
"893",893,893,231,"2019-08-12","AM Period",9447,"WEEKDAY",0,"Summer","Mon","Aug",2058,61413.2
"894",894,894,503,"2019-08-12","Lunch Period",8581,"WEEKDAY",0,"Summer","Mon","Aug",2417,54569.872
"895",895,895,1179,"2019-08-12","PM Period",17626,"WEEKDAY",0,"Summer","Mon","Aug",2924,94250.064
"896",896,896,1384,"2019-08-12","Night",7592,"WEEKDAY",0,"Summer","Mon","Aug",1969,55415.648
"897",897,897,139,"2019-08-13","Lunch Period",9777,"WEEKDAY",0,"Summer","Tue","Aug",2501,57662.848
"898",898,898,696,"2019-08-13","AM Period",10015,"WEEKDAY",0,"Summer","Tue","Aug",2089,55417.792
"899",899,899,916,"2019-08-13","PM Period",18068,"WEEKDAY",0,"Summer","Tue","Aug",3027,93124.208
"900",900,900,1329,"2019-08-13","Night",7500,"WEEKDAY",0,"Summer","Tue","Aug",2089,56730.928
"901",901,901,137,"2019-08-14","Night",8454,"WEEKDAY",0,"Summer","Wed","Aug",2188,61516.288
"902",902,902,644,"2019-08-14","AM Period",9884,"WEEKDAY",0,"Summer","Wed","Aug",2096,53505.328
"903",903,903,799,"2019-08-14","Lunch Period",9935,"WEEKDAY",0,"Summer","Wed","Aug",2546,56598.4
"904",904,904,858,"2019-08-14","PM Period",19261,"WEEKDAY",0,"Summer","Wed","Aug",3125,104818.72
"905",905,905,93,"2019-08-15","PM Period",19070,"WEEKDAY",0,"Summer","Thu","Aug",3203,107551.056
"906",906,906,1078,"2019-08-15","AM Period",10154,"WEEKDAY",0,"Summer","Thu","Aug",2127,54127.824
"907",907,907,1283,"2019-08-15","Night",9851,"WEEKDAY",0,"Summer","Thu","Aug",2371,67391.728
"908",908,908,1381,"2019-08-15","Lunch Period",10308,"WEEKDAY",0,"Summer","Thu","Aug",2600,59364.416
"909",909,909,293,"2019-08-16","PM Period",18051,"WEEKDAY",0,"Summer","Fri","Aug",3064,94377.28
"910",910,910,500,"2019-08-16","Lunch Period",9905,"WEEKDAY",0,"Summer","Fri","Aug",2524,57579.824
"911",911,911,968,"2019-08-16","AM Period",8605,"WEEKDAY",0,"Summer","Fri","Aug",1977,48080.24
"912",912,912,1020,"2019-08-16","Night",10260,"WEEKDAY",0,"Summer","Fri","Aug",2236,59137.088
"913",913,913,190,"2019-08-17","Lunch Period",6056,"WEEKEND",0,"Summer","Sat","Aug",1630,30363.808
"914",914,914,357,"2019-08-17","AM Period",3965,"WEEKEND",0,"Summer","Sat","Aug",1206,28817.52
"915",915,915,1282,"2019-08-17","PM Period",11202,"WEEKEND",0,"Summer","Sat","Aug",2258,59285.856
"916",916,916,1383,"2019-08-17","Night",12357,"WEEKEND",0,"Summer","Sat","Aug",1892,54091.984
"917",917,917,406,"2019-08-18","Lunch Period",4563,"WEEKEND",0,"Summer","Sun","Aug",1548,32925.216
"918",918,918,502,"2019-08-18","AM Period",4016,"WEEKEND",0,"Summer","Sun","Aug",1208,27700.752
"919",919,919,699,"2019-08-18","PM Period",8471,"WEEKEND",0,"Summer","Sun","Aug",2162,75148.096
"920",920,920,1178,"2019-08-18","Night",10724,"WEEKEND",0,"Summer","Sun","Aug",1944,70084.608
"921",921,921,299,"2019-08-19","Night",7676,"WEEKDAY",0,"Summer","Mon","Aug",2185,69042.288
"922",922,922,351,"2019-08-19","Lunch Period",9042,"WEEKDAY",0,"Summer","Mon","Aug",2547,61850.816
"923",923,923,917,"2019-08-19","PM Period",15479,"WEEKDAY",0,"Summer","Mon","Aug",3047,93262.48
"924",924,924,1387,"2019-08-19","AM Period",9601,"WEEKDAY",0,"Summer","Mon","Aug",2211,65907.248
"925",925,925,138,"2019-08-20","Lunch Period",11432,"WEEKDAY",0,"Summer","Tue","Aug",2462,52858.416
"926",926,926,358,"2019-08-20","Night",9045,"WEEKDAY",0,"Summer","Tue","Aug",2237,75551.472
"927",927,927,971,"2019-08-20","PM Period",18295,"WEEKDAY",0,"Summer","Tue","Aug",3127,97974.384
"928",928,928,1077,"2019-08-20","AM Period",10433,"WEEKDAY",0,"Summer","Tue","Aug",2132,56244.336
"929",929,929,698,"2019-08-21","PM Period",19374,"WEEKDAY",0,"Summer","Wed","Aug",3172,105862.704
"930",930,930,701,"2019-08-21","Lunch Period",10666,"WEEKDAY",0,"Summer","Wed","Aug",2682,64385.568
"931",931,931,1180,"2019-08-21","AM Period",10490,"WEEKDAY",0,"Summer","Wed","Aug",2149,60047.904
"932",932,932,1228,"2019-08-21","Night",10175,"WEEKDAY",0,"Summer","Wed","Aug",2333,80010.496
"933",933,933,297,"2019-08-22","AM Period",10589,"WEEKDAY",0,"Summer","Thu","Aug",2061,58764.848
"934",934,934,355,"2019-08-22","Lunch Period",10619,"WEEKDAY",0,"Summer","Thu","Aug",2633,65084.88
"935",935,935,356,"2019-08-22","Night",10461,"WEEKDAY",0,"Summer","Thu","Aug",2417,72562.704
"936",936,936,1328,"2019-08-22","PM Period",19803,"WEEKDAY",0,"Summer","Thu","Aug",3210,114263.216
"937",937,937,359,"2019-08-23","Night",10529,"WEEKDAY",0,"Summer","Fri","Aug",2345,61952.624
"938",938,938,599,"2019-08-23","PM Period",18747,"WEEKDAY",0,"Summer","Fri","Aug",3137,96903.584
"939",939,939,800,"2019-08-23","AM Period",9252,"WEEKDAY",0,"Summer","Fri","Aug",2011,56867.824
"940",940,940,969,"2019-08-23","Lunch Period",10322,"WEEKDAY",0,"Summer","Fri","Aug",2531,62429.616
"941",941,941,407,"2019-08-24","Lunch Period",5407,"WEEKEND",0,"Summer","Sat","Aug",1653,35564.4
"942",942,942,919,"2019-08-24","Night",12715,"WEEKEND",0,"Summer","Sat","Aug",1925,52921.12
"943",943,943,1130,"2019-08-24","AM Period",4111,"WEEKEND",0,"Summer","Sat","Aug",1231,34143.68
"944",944,944,1439,"2019-08-24","PM Period",11522,"WEEKEND",0,"Summer","Sat","Aug",2280,61605.392
"945",945,945,32,"2019-08-25","PM Period",8441,"WEEKEND",0,"Summer","Sun","Aug",2253,75297.888
"946",946,946,645,"2019-08-25","AM Period",4380,"WEEKEND",0,"Summer","Sun","Aug",1299,39336.24
"947",947,947,695,"2019-08-25","Lunch Period",5040,"WEEKEND",0,"Summer","Sun","Aug",1677,41816.432
"948",948,948,860,"2019-08-25","Night",10437,"WEEKEND",0,"Summer","Sun","Aug",1954,59610.72
"949",949,949,95,"2019-08-26","Night",6604,"WEEKDAY",0,"Summer","Mon","Aug",2061,52217.792
"950",950,950,405,"2019-08-26","PM Period",17171,"WEEKDAY",0,"Summer","Mon","Aug",3115,95693.648
"951",951,951,751,"2019-08-26","Lunch Period",9238,"WEEKDAY",0,"Summer","Mon","Aug",2567,56683.024
"952",952,952,1386,"2019-08-26","AM Period",10773,"WEEKDAY",0,"Summer","Mon","Aug",2178,61741.904
"953",953,953,30,"2019-08-27","Lunch Period",9428,"WEEKDAY",0,"Summer","Tue","Aug",2441,51342.512
"954",954,954,921,"2019-08-27","AM Period",9821,"WEEKDAY",0,"Summer","Tue","Aug",2074,51775.376
"955",955,955,1385,"2019-08-27","PM Period",16659,"WEEKDAY",0,"Summer","Tue","Aug",3071,92918.256
"956",956,956,1443,"2019-08-27","Night",7190,"WEEKDAY",0,"Summer","Tue","Aug",2050,49797.504
"957",957,957,300,"2019-08-28","Night",8131,"WEEKDAY",0,"Summer","Wed","Aug",2170,53611.44
"958",958,958,555,"2019-08-28","PM Period",17907,"WEEKDAY",0,"Summer","Wed","Aug",3108,94230.208
"959",959,959,702,"2019-08-28","AM Period",9722,"WEEKDAY",0,"Summer","Wed","Aug",2080,51459.52
"960",960,960,1331,"2019-08-28","Lunch Period",9550,"WEEKDAY",0,"Summer","Wed","Aug",2447,52848.592
"961",961,961,296,"2019-08-29","AM Period",9612,"WEEKDAY",0,"Summer","Thu","Aug",2082,52464.4
"962",962,962,859,"2019-08-29","Lunch Period",9985,"WEEKDAY",0,"Summer","Thu","Aug",2468,56115.168
"963",963,963,1019,"2019-08-29","PM Period",19190,"WEEKDAY",0,"Summer","Thu","Aug",3214,104262.384
"964",964,964,1129,"2019-08-29","Night",9121,"WEEKDAY",0,"Summer","Thu","Aug",2331,62837.456
"965",965,965,193,"2019-08-30","AM Period",8194,"WEEKDAY",0,"Summer","Fri","Aug",1972,53212.272
"966",966,966,230,"2019-08-30","Night",9371,"WEEKDAY",0,"Summer","Fri","Aug",2177,51823.424
"967",967,967,1281,"2019-08-30","PM Period",15718,"WEEKDAY",0,"Summer","Fri","Aug",3028,82078.976
"968",968,968,1441,"2019-08-30","Lunch Period",9371,"WEEKDAY",0,"Summer","Fri","Aug",2428,56413.424
"969",969,969,600,"2019-08-31","Lunch Period",5162,"WEEKEND",0,"Summer","Sat","Aug",1589,30028.688
"970",970,970,914,"2019-08-31","Night",11784,"WEEKEND",0,"Summer","Sat","Aug",1844,47855.808
"971",971,971,970,"2019-08-31","PM Period",10880,"WEEKEND",0,"Summer","Sat","Aug",2180,53791.728
"972",972,972,1021,"2019-08-31","AM Period",3294,"WEEKEND",0,"Summer","Sat","Aug",1123,23605.04
"973",973,973,87,"2019-09-01","PM Period",8933,"WEEKEND",0,"Summer","Sun","Sep",1962,51918.416
"974",974,974,497,"2019-09-01","Night",10926,"WEEKEND",0,"Summer","Sun","Sep",1666,44395.712
"975",975,975,598,"2019-09-01","AM Period",3288,"WEEKEND",0,"Summer","Sun","Sep",1084,22033.52
"976",976,976,1009,"2019-09-01","Lunch Period",4550,"WEEKEND",0,"Summer","Sun","Sep",1438,29002.928
