,pickup_community_area,pickup_ca,start_hour,cal_day_desc,average_speed,total_trips,avg_trips
2572,17,DUNNING,9,Weekdays,19.00801452,204,1.75862069
2573,14,ALBANY PARK,20,Weekend/Holidays,12.86665759,326,2.810344828
2574,41,HYDE PARK,10,Weekdays,25.67401563,2332,20.10344828
2575,3,UPTOWN,22,Weekdays,16.34708003,3496,30.13793103
2576,33,NEAR SOUTH SIDE,16,Weekend/Holidays,18.94900138,14003,120.7155172
2577,66,CHICAGO LAWN,21,Weekdays,40.45233291,55,0.474137931
2578,66,CHICAGO LAWN,3,Weekend/Holidays,29.02590285,7,0.060344828
2579,48,CALUMET HEIGHTS,9,Weekdays,27.25453734,463,3.99137931
2580,50,PULLMAN,8,Weekdays,29.28250851,156,1.344827586
2581,38,GRAND BOULEVARD,1,Weekdays,25.19170497,58,0.5
2582,38,GRAND BOULEVARD,13,Weekend/Holidays,28.31375872,333,2.870689655
2583,49,ROSELAND,15,Weekdays,26.71984367,392,3.379310345
2584,49,ROSELAND,18,Weekdays,24.68114192,133,1.146551724
2585,49,ROSELAND,21,Weekdays,36.24929817,163,1.405172414
2586,37,FULLER PARK,3,Weekdays,48.64008207,12,0.103448276
2587,71,AUBURN GRESHAM,17,Weekdays,22.08479333,98,0.844827586
2588,77,EDGEWATER,13,Weekend/Holidays,20.02029087,1832,15.79310345
2589,59,MCKINLEY PARK,14,Weekdays,3.154744475,2100,18.10344828
2590,23,HUMBOLDT PARK,11,Weekdays,20.74154108,367,3.163793103
2591,23,HUMBOLDT PARK,12,Weekend/Holidays,24.21142626,129,1.112068966
2592,16,IRVING PARK,1,Weekend/Holidays,16.05035215,738,6.362068966
2593,62,WEST ELSDON,21,Weekdays,40.56556495,26,0.224137931
2594,65,WEST LAWN,18,Weekdays,16.04531023,21,0.181034483
2595,12,FOREST GLEN,4,Weekdays,18.43404643,178,1.534482759
2596,10,NORWOOD PARK,4,Weekdays,34.04471048,106,0.913793103
2597,72,BEVERLY,8,Weekend/Holidays,57.11662994,14,0.120689655
2598,29,NORTH LAWNDALE,12,Weekend/Holidays,36.73578826,89,0.767241379
2599,29,NORTH LAWNDALE,14,Weekdays,27.62167422,396,3.413793103
2600,46,SOUTH CHICAGO,18,Weekdays,33.44080849,77,0.663793103
2601,30,SOUTH LAWNDALE,4,Weekdays,50.94167525,40,0.344827586
2602,36,OAKLAND,12,Weekdays,21.21432188,256,2.206896552
2603,36,OAKLAND,9,Weekdays,24.95000199,272,2.344827586
2604,35,DOUGLAS,1,Weekdays,13.38397898,120,1.034482759
2605,37,FULLER PARK,19,Weekend/Holidays,22.78405065,28,0.24137931
2606,37,FULLER PARK,6,Weekdays,20.86500349,52,0.448275862
2607,60,BRIDGEPORT,5,Weekend/Holidays,38.72333258,27,0.232758621
2608,60,BRIDGEPORT,17,Weekdays,14.69152372,202,1.74137931
2609,75,MORGAN PARK,7,Weekdays,30.14093779,180,1.551724138
2610,5,NORTH CENTER,18,Weekend/Holidays,18.20542938,397,3.422413793
2611,23,HUMBOLDT PARK,19,Weekdays,21.82342473,214,1.844827586
2612,23,HUMBOLDT PARK,1,Weekdays,21.49960068,272,2.344827586
2613,13,NORTH PARK,5,Weekdays,36.50120849,144,1.24137931
2614,20,HERMOSA,14,Weekend/Holidays,14.35201061,71,0.612068966
2615,25,AUSTIN,18,Weekend/Holidays,31.60843194,139,1.198275862
2616,15,PORTAGE PARK,20,Weekdays,12.00621775,395,3.405172414
2617,15,PORTAGE PARK,23,Weekend/Holidays,16.78501194,208,1.793103448
2618,10,NORWOOD PARK,12,Weekend/Holidays,27.38220159,132,1.137931034
2619,17,DUNNING,19,Weekdays,33.67187629,119,1.025862069
2620,18,MONTCLARE,20,Weekend/Holidays,40.3183427,10,0.086206897
2621,14,ALBANY PARK,15,Weekdays,15.75323599,909,7.836206897
2622,14,ALBANY PARK,19,Weekend/Holidays,19.22013192,346,2.982758621
2623,47,BURNSIDE,16,Weekdays,26.14600218,153,1.318965517
2624,8,NEAR NORTH SIDE,6,Weekdays,32.88436304,41318,356.1896552
2625,2,WEST RIDGE,20,Weekend/Holidays,14.83479937,588,5.068965517
2626,64,CLEARING,8,Weekend/Holidays,38.98792373,11,0.094827586
2627,51,SOUTH DEERING,13,Weekdays,26.42477136,189,1.629310345
2628,51,SOUTH DEERING,9,Weekdays,33.8928178,260,2.24137931
2629,48,CALUMET HEIGHTS,3,Weekdays,68.10755163,72,0.620689655
2630,43,SOUTH SHORE,3,Weekdays,43.03960127,189,1.629310345
2631,43,SOUTH SHORE,23,Weekdays,9.723735014,85,0.732758621
2632,45,AVALON PARK,12,Weekend/Holidays,26.6184602,43,0.370689655
2633,39,KENWOOD,4,Weekdays,57.78869149,91,0.784482759
2634,35,DOUGLAS,15,Weekend/Holidays,20.37794375,473,4.077586207
2635,35,DOUGLAS,17,Weekend/Holidays,20.43413016,406,3.5
2636,49,ROSELAND,11,Weekend/Holidays,31.36819927,134,1.155172414
2637,7,LINCOLN PARK,0,Weekend/Holidays,18.59605672,7290,62.84482759
2638,37,FULLER PARK,10,Weekdays,27.9592987,87,0.75
2639,34,ARMOUR SQUARE,23,Weekend/Holidays,26.81583463,228,1.965517241
2640,73,WASHINGTON HEIGHTS,8,Weekdays,27.88495302,303,2.612068966
2641,7,LINCOLN PARK,8,Weekend/Holidays,26.47330955,2026,17.46551724
2642,71,AUBURN GRESHAM,0,Weekdays,33.72905028,13,0.112068966
2643,77,EDGEWATER,9,Weekend/Holidays,27.71662408,1600,13.79310345
2644,67,WEST ENGLEWOOD,8,Weekdays,24.40735065,125,1.077586207
2645,5,NORTH CENTER,2,Weekend/Holidays,13.72261837,428,3.689655172
2646,58,BRIGHTON PARK,11,Weekdays,9.056358346,152,1.310344828
2647,58,BRIGHTON PARK,14,Weekdays,22.96465387,107,0.922413793
2648,70,ASHBURN,7,Weekdays,23.39869162,219,1.887931034
2649,23,HUMBOLDT PARK,9,Weekdays,16.54386353,341,2.939655172
2650,16,IRVING PARK,21,Weekdays,15.78905557,1138,9.810344828
2651,16,IRVING PARK,18,Weekend/Holidays,18.44420336,589,5.077586207
2652,62,WEST ELSDON,14,Weekdays,27.47645653,62,0.534482759
2653,57,ARCHER HEIGHTS,8,Weekdays,21.25259282,35,0.301724138
2654,26,WEST GARFIELD PARK,20,Weekend/Holidays,43.45746801,27,0.232758621
2655,26,WEST GARFIELD PARK,4,Weekdays,1.868270224,9,0.077586207
2656,26,WEST GARFIELD PARK,14,Weekdays,26.99511992,83,0.715517241
2657,20,HERMOSA,13,Weekdays,18.05616585,97,0.836206897
2658,20,HERMOSA,14,Weekdays,22.07714824,112,0.965517241
2659,12,FOREST GLEN,17,Weekdays,16.96402073,163,1.405172414
2660,12,FOREST GLEN,5,Weekdays,45.33518094,92,0.793103448
2661,12,FOREST GLEN,9,Weekend/Holidays,31.50202994,40,0.344827586
2662,15,PORTAGE PARK,5,Weekdays,35.82702926,359,3.094827586
2663,19,BELMONT CRAGIN,3,Weekend/Holidays,11.8433091,160,1.379310345
2664,19,BELMONT CRAGIN,18,Weekdays,19.90765369,150,1.293103448
2665,10,NORWOOD PARK,18,Weekend/Holidays,28.63831821,134,1.155172414
2666,17,DUNNING,0,Weekdays,13.89633629,73,0.629310345
2667,9,EDISON PARK,15,Weekdays,22.08934537,33,0.284482759
2668,53,WEST PULLMAN,11,Weekdays,33.75757856,257,2.215517241
2669,1,ROGERS PARK,14,Weekend/Holidays,19.6430338,600,5.172413793
2670,4,LINCOLN SQUARE,13,Weekend/Holidays,16.39483219,628,5.413793103
2671,4,LINCOLN SQUARE,8,Weekend/Holidays,25.87336009,462,3.982758621
2672,4,LINCOLN SQUARE,20,Weekend/Holidays,14.72637825,484,4.172413793
2673,22,LOGAN SQUARE,10,Weekend/Holidays,23.55150598,463,3.99137931
2674,21,AVONDALE,3,Weekdays,25.98031508,272,2.344827586
2675,21,AVONDALE,10,Weekend/Holidays,23.73699575,340,2.931034483
2676,31,LOWER WEST SIDE,21,Weekdays,22.24605294,199,1.715517241
2677,2,WEST RIDGE,0,Weekdays,12.79286,828,7.137931034
2678,64,CLEARING,9,Weekend/Holidays,34.93875754,16,0.137931034
2679,11,JEFFERSON PARK,0,Weekdays,12.30026652,1175,10.12931034
2680,11,JEFFERSON PARK,22,Weekdays,21.62777881,1166,10.05172414
2681,48,CALUMET HEIGHTS,13,Weekend/Holidays,28.02642984,42,0.362068966
2682,48,CALUMET HEIGHTS,6,Weekdays,39.22074565,276,2.379310345
2683,45,AVALON PARK,2,Weekend/Holidays,49.17751703,12,0.103448276
2684,50,PULLMAN,5,Weekdays,43.39010811,84,0.724137931
2685,44,CHATHAM,10,Weekdays,26.18588656,620,5.344827586
2686,40,WASHINGTON PARK,4,Weekdays,49.46271007,12,0.103448276
2687,37,FULLER PARK,13,Weekend/Holidays,27.49745236,48,0.413793103
2688,68,ENGLEWOOD,16,Weekend/Holidays,28.72774488,77,0.663793103
2689,77,EDGEWATER,6,Weekend/Holidays,32.70870807,756,6.517241379
2690,75,MORGAN PARK,12,Weekdays,36.970433,143,1.232758621
2691,58,BRIGHTON PARK,3,Weekdays,31.18510228,12,0.103448276
2692,70,ASHBURN,17,Weekend/Holidays,32.39419814,68,0.586206897
2693,23,HUMBOLDT PARK,3,Weekdays,31.17912004,132,1.137931034
2694,16,IRVING PARK,23,Weekend/Holidays,31.62176824,580,5
2695,20,HERMOSA,6,Weekend/Holidays,24.17918696,49,0.422413793
2696,12,FOREST GLEN,6,Weekend/Holidays,48.84144738,38,0.327586207
2697,15,PORTAGE PARK,0,Weekend/Holidays,13.54051282,183,1.577586207
2698,15,PORTAGE PARK,8,Weekend/Holidays,32.12555074,214,1.844827586
2699,10,NORWOOD PARK,20,Weekdays,16.26404764,254,2.189655172
2700,10,NORWOOD PARK,7,Weekdays,22.3873864,295,2.543103448
2701,4,LINCOLN SQUARE,14,Weekend/Holidays,17.73124764,649,5.594827586
2702,4,LINCOLN SQUARE,0,Weekdays,13.65078935,1069,9.215517241
2703,19,BELMONT CRAGIN,18,Weekend/Holidays,18.46180385,106,0.913793103
2704,21,AVONDALE,4,Weekdays,21.98842557,255,2.198275862
2705,29,NORTH LAWNDALE,7,Weekend/Holidays,44.84480912,44,0.379310345
2706,22,LOGAN SQUARE,9,Weekdays,18.89228119,1216,10.48275862
2707,14,ALBANY PARK,23,Weekend/Holidays,17.8770703,492,4.24137931
2708,20,HERMOSA,9,Weekend/Holidays,25.07525369,37,0.318965517
2709,26,WEST GARFIELD PARK,6,Weekdays,32.54518076,29,0.25
2710,23,HUMBOLDT PARK,17,Weekdays,20.2843521,285,2.456896552
2711,52,EAST SIDE,18,Weekdays,31.23693455,3,0.025862069
2712,42,WOODLAWN,15,Weekdays,20.41779214,509,4.387931034
2713,39,KENWOOD,3,Weekdays,42.70589725,61,0.525862069
2714,60,BRIDGEPORT,9,Weekdays,20.29159508,186,1.603448276
2715,71,AUBURN GRESHAM,3,Weekdays,53.98427971,147,1.267241379
2716,46,SOUTH CHICAGO,7,Weekend/Holidays,42.68393624,53,0.456896552
2717,60,BRIDGEPORT,0,Weekdays,31.59450666,36,0.310344828
2718,63,GAGE PARK,11,Weekdays,23.39140988,48,0.413793103
2719,68,ENGLEWOOD,21,Weekend/Holidays,29.49096524,22,0.189655172
2720,73,WASHINGTON HEIGHTS,4,Weekend/Holidays,62.05176035,36,0.310344828
2721,75,MORGAN PARK,19,Weekdays,38.99287671,44,0.379310345
2722,68,ENGLEWOOD,10,Weekend/Holidays,23.09870693,95,0.818965517
2723,62,WEST ELSDON,18,Weekend/Holidays,32.38311553,21,0.181034483
2724,12,FOREST GLEN,2,Weekdays,35.03540851,17,0.146551724
2725,12,FOREST GLEN,4,Weekend/Holidays,46.08094488,26,0.224137931
2726,19,BELMONT CRAGIN,3,Weekdays,28.84636279,115,0.99137931
2727,18,MONTCLARE,9,Weekdays,13.48470311,56,0.482758621
2728,22,LOGAN SQUARE,10,Weekdays,22.57321733,1300,11.20689655
2729,20,HERMOSA,11,Weekdays,18.86492934,84,0.724137931
2730,41,HYDE PARK,5,Weekdays,49.70051526,269,2.318965517
2731,54,RIVERDALE,18,Weekdays,55.01166253,5,0.043103448
2732,3,UPTOWN,3,Weekend/Holidays,21.28290071,1408,12.13793103
2733,72,BEVERLY,7,Weekdays,33.20053376,71,0.612068966
2734,42,WOODLAWN,8,Weekdays,23.14662913,573,4.939655172
2735,50,PULLMAN,18,Weekend/Holidays,42.13468716,28,0.24137931
2736,38,GRAND BOULEVARD,6,Weekend/Holidays,30.18095119,38,0.327586207
2737,34,ARMOUR SQUARE,20,Weekend/Holidays,27.99425225,310,2.672413793
2738,53,WEST PULLMAN,10,Weekdays,34.06448399,288,2.482758621
2739,71,AUBURN GRESHAM,14,Weekdays,27.00840832,201,1.732758621
2740,67,WEST ENGLEWOOD,13,Weekdays,26.18811382,120,1.034482759
2741,75,MORGAN PARK,22,Weekdays,46.07411132,35,0.301724138
2742,58,BRIGHTON PARK,13,Weekdays,22.91694577,106,0.913793103
2743,70,ASHBURN,12,Weekdays,24.66874948,203,1.75
2744,62,WEST ELSDON,15,Weekdays,26.77017334,43,0.370689655
2745,26,WEST GARFIELD PARK,7,Weekdays,25.20953762,40,0.344827586
2746,12,FOREST GLEN,8,Weekdays,15.43010682,214,1.844827586
2747,15,PORTAGE PARK,15,Weekend/Holidays,14.02962589,282,2.431034483
2748,42,WOODLAWN,16,Weekend/Holidays,26.31751065,135,1.163793103
2749,40,WASHINGTON PARK,18,Weekdays,21.08828617,100,0.862068966
2750,11,JEFFERSON PARK,4,Weekdays,31.19588657,233,2.00862069
2751,77,EDGEWATER,23,Weekend/Holidays,16.49846073,1351,11.64655172
2752,5,NORTH CENTER,2,Weekdays,11.99512019,309,2.663793103
2753,27,EAST GARFIELD PARK,13,Weekend/Holidays,26.93098309,139,1.198275862
2754,20,HERMOSA,15,Weekend/Holidays,18.27333575,49,0.422413793
2755,47,BURNSIDE,9,Weekdays,30.49506303,74,0.637931034
2756,28,NEAR WEST SIDE,15,Weekend/Holidays,18.98306064,13801,118.9741379
2757,8,NEAR NORTH SIDE,6,Weekend/Holidays,39.69368991,12359,106.5431034
2758,28,NEAR WEST SIDE,8,Weekend/Holidays,20.63183026,7289,62.8362069
2759,31,LOWER WEST SIDE,23,Weekend/Holidays,29.35369246,132,1.137931034
2760,66,CHICAGO LAWN,7,Weekdays,20.21677498,192,1.655172414
2761,48,CALUMET HEIGHTS,11,Weekdays,31.82570131,218,1.879310345
2762,48,CALUMET HEIGHTS,5,Weekdays,10.56004802,172,1.482758621
2763,48,CALUMET HEIGHTS,14,Weekdays,29.20732948,146,1.25862069
2764,43,SOUTH SHORE,4,Weekend/Holidays,45.70876268,51,0.439655172
2765,44,CHATHAM,2,Weekend/Holidays,40.48473413,8,0.068965517
2766,7,LINCOLN PARK,20,Weekend/Holidays,15.78336319,4942,42.60344828
2767,7,LINCOLN PARK,12,Weekend/Holidays,17.95504395,4427,38.1637931
2768,20,HERMOSA,2,Weekdays,20.8227025,60,0.517241379
2769,54,RIVERDALE,7,Weekdays,35.85387807,119,1.025862069
2770,31,LOWER WEST SIDE,23,Weekdays,23.25471959,251,2.163793103
2771,35,DOUGLAS,1,Weekend/Holidays,25.05084443,73,0.629310345
2772,37,FULLER PARK,8,Weekend/Holidays,15.60309993,18,0.155172414
2773,24,WEST TOWN,6,Weekend/Holidays,30.13212874,868,7.482758621
2774,64,CLEARING,9,Weekdays,33.82092582,49,0.422413793
2775,77,EDGEWATER,14,Weekend/Holidays,19.29727989,1811,15.61206897
2776,77,EDGEWATER,5,Weekend/Holidays,23.03936106,617,5.318965517
2777,59,MCKINLEY PARK,2,Weekend/Holidays,37.42907818,10,0.086206897
2778,42,WOODLAWN,4,Weekdays,56.70047235,65,0.560344828
2779,19,BELMONT CRAGIN,11,Weekend/Holidays,19.53600448,127,1.094827586
2780,45,AVALON PARK,3,Weekdays,69.52752153,40,0.344827586
2781,27,EAST GARFIELD PARK,7,Weekdays,28.1687006,221,1.905172414
2782,23,HUMBOLDT PARK,22,Weekend/Holidays,21.73206799,89,0.767241379
2783,19,BELMONT CRAGIN,22,Weekend/Holidays,23.40559557,79,0.681034483
2784,51,SOUTH DEERING,17,Weekdays,31.37144172,66,0.568965517
2785,42,WOODLAWN,3,Weekdays,47.10066169,36,0.310344828
2786,34,ARMOUR SQUARE,1,Weekend/Holidays,28.0189652,103,0.887931034
2787,39,KENWOOD,1,Weekend/Holidays,19.22421418,18,0.155172414
2788,66,CHICAGO LAWN,15,Weekend/Holidays,26.12997968,42,0.362068966
2789,37,FULLER PARK,12,Weekdays,12.67633736,107,0.922413793
2790,61,NEW CITY,23,Weekdays,8.904480859,32,0.275862069
2791,63,GAGE PARK,21,Weekend/Holidays,36.59158852,7,0.060344828
2792,39,KENWOOD,5,Weekdays,49.73199784,243,2.094827586
2793,36,OAKLAND,10,Weekend/Holidays,29.01093942,139,1.198275862
2794,71,AUBURN GRESHAM,9,Weekdays,25.40599004,416,3.586206897
2795,25,AUSTIN,15,Weekdays,22.17028531,313,2.698275862
2796,57,ARCHER HEIGHTS,18,Weekend/Holidays,21.62640257,7,0.060344828
2797,12,FOREST GLEN,10,Weekdays,29.79206475,208,1.793103448
2798,67,WEST ENGLEWOOD,20,Weekdays,36.93805011,56,0.482758621
2799,61,NEW CITY,9,Weekend/Holidays,30.85480263,43,0.370689655
2800,73,WASHINGTON HEIGHTS,0,Weekdays,26.22948454,30,0.25862069
2801,26,WEST GARFIELD PARK,13,Weekend/Holidays,30.7673469,45,0.387931034
2802,17,DUNNING,20,Weekend/Holidays,24.75631226,28,0.24137931
2803,62,WEST ELSDON,18,Weekdays,27.79353659,39,0.336206897
2804,5,NORTH CENTER,17,Weekend/Holidays,17.08631406,483,4.163793103
2805,43,SOUTH SHORE,16,Weekend/Holidays,23.51293732,160,1.379310345
2806,45,AVALON PARK,11,Weekdays,26.84855513,138,1.189655172
2807,9,EDISON PARK,12,Weekdays,19.53862234,26,0.224137931
2808,13,NORTH PARK,15,Weekend/Holidays,17.90746304,130,1.120689655
2809,15,PORTAGE PARK,12,Weekend/Holidays,21.16269393,337,2.905172414
2810,26,WEST GARFIELD PARK,13,Weekdays,23.5877485,63,0.543103448
2811,58,BRIGHTON PARK,16,Weekdays,17.90980359,54,0.465517241
2812,73,WASHINGTON HEIGHTS,15,Weekend/Holidays,30.99544158,79,0.681034483
2813,25,AUSTIN,19,Weekend/Holidays,30.49178266,90,0.775862069
2814,17,DUNNING,2,Weekdays,31.74994133,35,0.301724138
2815,18,MONTCLARE,11,Weekdays,30.32964606,52,0.448275862
2816,14,ALBANY PARK,10,Weekend/Holidays,23.68801262,373,3.215517241
2817,70,ASHBURN,5,Weekdays,34.51197397,38,0.327586207
2818,6,LAKE VIEW,11,Weekend/Holidays,22.22107739,5335,45.99137931
2819,31,LOWER WEST SIDE,11,Weekend/Holidays,22.27636232,121,1.043103448
2820,24,WEST TOWN,6,Weekdays,30.1006287,1632,14.06896552
2821,4,LINCOLN SQUARE,15,Weekend/Holidays,18.68731924,638,5.5
2822,4,LINCOLN SQUARE,4,Weekend/Holidays,17.59612168,401,3.456896552
2823,15,PORTAGE PARK,13,Weekend/Holidays,18.05252087,350,3.017241379
2824,63,GAGE PARK,3,Weekdays,45.94846263,12,0.103448276
2825,39,KENWOOD,7,Weekend/Holidays,40.29210166,233,2.00862069
2826,75,MORGAN PARK,4,Weekdays,63.86308261,48,0.413793103
2827,10,NORWOOD PARK,15,Weekend/Holidays,24.31395451,108,0.931034483
2828,37,FULLER PARK,11,Weekend/Holidays,10.33305377,44,0.379310345
2829,44,CHATHAM,23,Weekdays,18.34360391,49,0.422413793
2830,55,HEGEWISCH,13,Weekdays,45.09765053,17,0.146551724
2831,66,CHICAGO LAWN,5,Weekdays,39.86194714,60,0.517241379
2832,42,WOODLAWN,6,Weekend/Holidays,38.15662443,53,0.456896552
2833,38,GRAND BOULEVARD,23,Weekdays,19.36950542,97,0.836206897
2834,4,LINCOLN SQUARE,17,Weekend/Holidays,18.50611422,583,5.025862069
2835,71,AUBURN GRESHAM,13,Weekend/Holidays,27.84623424,149,1.284482759
2836,30,SOUTH LAWNDALE,20,Weekend/Holidays,5.907299136,42,0.362068966
2837,3,UPTOWN,10,Weekend/Holidays,21.20639384,2367,20.40517241
2838,47,BURNSIDE,8,Weekdays,28.03194427,69,0.594827586
2839,40,WASHINGTON PARK,17,Weekend/Holidays,29.06757001,77,0.663793103
2840,22,LOGAN SQUARE,20,Weekend/Holidays,18.98456732,617,5.318965517
2841,20,HERMOSA,16,Weekdays,13.65429993,105,0.905172414
2842,19,BELMONT CRAGIN,19,Weekdays,18.85921503,144,1.24137931
2843,44,CHATHAM,22,Weekend/Holidays,32.87924814,43,0.370689655
2844,60,BRIDGEPORT,14,Weekend/Holidays,27.00218437,84,0.724137931
2845,70,ASHBURN,9,Weekdays,20.8184633,234,2.017241379
2846,68,ENGLEWOOD,8,Weekend/Holidays,39.32438416,46,0.396551724
2847,31,LOWER WEST SIDE,19,Weekend/Holidays,22.8211998,124,1.068965517
2848,15,PORTAGE PARK,3,Weekend/Holidays,28.93856787,164,1.413793103
2849,30,SOUTH LAWNDALE,13,Weekdays,25.73659426,201,1.732758621
2850,10,NORWOOD PARK,0,Weekdays,27.35930169,93,0.801724138
2851,20,HERMOSA,23,Weekend/Holidays,24.09004702,26,0.224137931
2852,37,FULLER PARK,22,Weekdays,31.69336717,31,0.267241379
2853,23,HUMBOLDT PARK,18,Weekend/Holidays,26.25532056,119,1.025862069
2854,30,SOUTH LAWNDALE,11,Weekdays,25.99805368,176,1.517241379
2855,6,LAKE VIEW,14,Weekend/Holidays,17.35329805,5047,43.50862069
2856,18,MONTCLARE,12,Weekdays,30.45787899,88,0.75862069
2857,60,BRIDGEPORT,12,Weekend/Holidays,21.7160058,102,0.879310345
2858,62,WEST ELSDON,2,Weekend/Holidays,51.51331812,5,0.043103448
2859,70,ASHBURN,8,Weekend/Holidays,23.29011039,90,0.775862069
2860,69,GREATER GRAND CROSSING,6,Weekend/Holidays,41.97191724,29,0.25
2861,69,GREATER GRAND CROSSING,23,Weekdays,45.85947757,53,0.456896552
2862,34,ARMOUR SQUARE,8,Weekend/Holidays,35.94271647,108,0.931034483
2863,71,AUBURN GRESHAM,7,Weekdays,23.25345338,452,3.896551724
2864,61,NEW CITY,14,Weekend/Holidays,26.36691559,90,0.775862069
2865,25,AUSTIN,9,Weekend/Holidays,31.52796222,143,1.232758621
2866,39,KENWOOD,0,Weekdays,10.81291832,41,0.353448276
2867,73,WASHINGTON HEIGHTS,14,Weekdays,25.89598579,160,1.379310345
2868,10,NORWOOD PARK,16,Weekdays,19.83813641,538,4.637931034
2869,10,NORWOOD PARK,21,Weekdays,19.97088274,203,1.75
2870,17,DUNNING,20,Weekdays,26.61137292,60,0.517241379
2871,43,SOUTH SHORE,23,Weekend/Holidays,28.08843604,44,0.379310345
2872,57,ARCHER HEIGHTS,21,Weekdays,47.710625,11,0.094827586
2873,12,FOREST GLEN,3,Weekend/Holidays,24.31736745,15,0.129310345
2874,14,ALBANY PARK,8,Weekdays,16.44505348,1106,9.534482759
2875,4,LINCOLN SQUARE,5,Weekend/Holidays,29.93940773,406,3.5
2876,27,EAST GARFIELD PARK,10,Weekdays,25.29097078,482,4.155172414
2877,8,NEAR NORTH SIDE,19,Weekend/Holidays,14.40188682,75829,653.6982759
2878,61,NEW CITY,22,Weekdays,21.42860231,59,0.50862069
2879,34,ARMOUR SQUARE,17,Weekdays,14.93702107,709,6.112068966
2880,67,WEST ENGLEWOOD,14,Weekdays,21.9073448,125,1.077586207
2881,44,CHATHAM,3,Weekdays,57.9680704,87,0.75
2882,75,MORGAN PARK,13,Weekdays,35.90262243,109,0.939655172
2883,43,SOUTH SHORE,17,Weekend/Holidays,25.83721948,102,0.879310345
2884,30,SOUTH LAWNDALE,22,Weekdays,35.25023363,71,0.612068966
2885,41,HYDE PARK,18,Weekend/Holidays,21.56364399,712,6.137931034
2886,57,ARCHER HEIGHTS,5,Weekend/Holidays,69.30451354,5,0.043103448
2887,10,NORWOOD PARK,8,Weekend/Holidays,39.05326786,152,1.310344828
2888,10,NORWOOD PARK,23,Weekdays,20.8848853,115,0.99137931
2889,44,CHATHAM,20,Weekend/Holidays,30.67013026,72,0.620689655
2890,49,ROSELAND,10,Weekend/Holidays,30.0711374,151,1.301724138
2891,57,ARCHER HEIGHTS,14,Weekend/Holidays,23.99337866,13,0.112068966
2892,43,SOUTH SHORE,21,Weekend/Holidays,30.24587899,107,0.922413793
2893,36,OAKLAND,23,Weekdays,31.44675802,30,0.25862069
2894,39,KENWOOD,12,Weekend/Holidays,24.97492395,336,2.896551724
2895,53,WEST PULLMAN,18,Weekdays,33.01868786,56,0.482758621
2896,52,EAST SIDE,13,Weekdays,40.68683617,39,0.336206897
2897,50,PULLMAN,13,Weekend/Holidays,24.11871318,92,0.793103448
2898,39,KENWOOD,23,Weekdays,16.78462533,102,0.879310345
2899,50,PULLMAN,8,Weekend/Holidays,54.33726561,38,0.327586207
2900,21,AVONDALE,13,Weekend/Holidays,17.14922752,369,3.181034483
2901,2,WEST RIDGE,7,Weekend/Holidays,26.83341131,598,5.155172414
2902,71,AUBURN GRESHAM,17,Weekend/Holidays,34.0172948,63,0.543103448
2903,13,NORTH PARK,1,Weekend/Holidays,19.41292278,60,0.517241379
2904,53,WEST PULLMAN,21,Weekend/Holidays,47.72130982,25,0.215517241
2905,47,BURNSIDE,7,Weekdays,31.77689599,44,0.379310345
2906,11,JEFFERSON PARK,11,Weekend/Holidays,23.45833217,305,2.629310345
2907,25,AUSTIN,3,Weekdays,33.63238391,64,0.551724138
2908,58,BRIGHTON PARK,1,Weekdays,27.38800424,13,0.112068966
2909,23,HUMBOLDT PARK,1,Weekend/Holidays,21.87868079,97,0.836206897
2910,72,BEVERLY,7,Weekend/Holidays,60.23318512,23,0.198275862
2911,19,BELMONT CRAGIN,1,Weekend/Holidays,17.65679576,121,1.043103448
2912,29,NORTH LAWNDALE,9,Weekdays,23.72463617,180,1.551724138
2913,29,NORTH LAWNDALE,3,Weekdays,36.44538332,11,0.094827586
2914,31,LOWER WEST SIDE,13,Weekend/Holidays,18.90789462,106,0.913793103
2915,63,GAGE PARK,8,Weekdays,14.46008567,60,0.517241379
2916,63,GAGE PARK,19,Weekend/Holidays,19.91662165,22,0.189655172
2917,11,JEFFERSON PARK,17,Weekend/Holidays,21.88158714,426,3.672413793
2918,48,CALUMET HEIGHTS,15,Weekdays,15.18912053,138,1.189655172
2919,42,WOODLAWN,15,Weekend/Holidays,22.83954096,199,1.715517241
2920,36,OAKLAND,11,Weekend/Holidays,25.81013447,108,0.931034483
2921,40,WASHINGTON PARK,12,Weekdays,25.07962423,170,1.465517241
2922,34,ARMOUR SQUARE,11,Weekdays,27.04488751,537,4.629310345
2923,60,BRIDGEPORT,4,Weekend/Holidays,47.29182416,24,0.206896552
2924,60,BRIDGEPORT,21,Weekdays,15.66256384,118,1.017241379
2925,71,AUBURN GRESHAM,18,Weekend/Holidays,34.33422521,52,0.448275862
2926,59,MCKINLEY PARK,12,Weekend/Holidays,31.65285878,25,0.215517241
2927,58,BRIGHTON PARK,12,Weekend/Holidays,25.27064322,23,0.198275862
2928,57,ARCHER HEIGHTS,9,Weekdays,23.30003665,44,0.379310345
2929,46,SOUTH CHICAGO,1,Weekdays,26.62261944,10,0.086206897
2930,47,BURNSIDE,10,Weekend/Holidays,32.61164496,16,0.137931034
2931,11,JEFFERSON PARK,8,Weekend/Holidays,34.96932636,200,1.724137931
2932,45,AVALON PARK,15,Weekend/Holidays,30.01069605,41,0.353448276
