S/N,pickup_community_area,pickup_ca,dropoff_community_area,dropoff_ca,time_indicator,cal_day_desc,avg_trips,total_trips,average_time,average_km,average_fare
25058,47,BURNSIDE,39,KENWOOD,PM Period,Weekdays,0.060344828,7,24.50714286,12.0129,21.64857143
27190,2,WEST RIDGE,10,NORWOOD PARK,Lunch Period,Weekend/Holidays,0.086206897,10,24.50333333,10.14461,22.225
3618,34,ARMOUR SQUARE,6,LAKE VIEW,PM Period,Weekdays,0.387931034,45,24.50222222,13.10146444,26.56022222
12601,25,AUSTIN,13,NORTH PARK,Night,Weekdays,0.00862069,1,24.5,20.7046,39.96
20886,39,KENWOOD,75,MORGAN PARK,Lunch Period,Weekend/Holidays,0.034482759,4,24.5,18.87725,32.4375
13954,58,BRIGHTON PARK,53,WEST PULLMAN,Night,Weekdays,0.017241379,2,24.5,15.91485,49
8216,70,ASHBURN,27,EAST GARFIELD PARK,Night,Weekend/Holidays,0.00862069,1,24.5,15.2467,25.75
19867,36,OAKLAND,56,GARFIELD RIDGE,Lunch Period,Weekend/Holidays,0.034482759,4,24.5,15.17425,36.6125
14794,34,ARMOUR SQUARE,23,HUMBOLDT PARK,Night,Weekend/Holidays,0.017241379,2,24.5,15.0535,29.55
15390,24,WEST TOWN,64,CLEARING,Night,Weekend/Holidays,0.017241379,2,24.5,12.397,35.375
15788,40,WASHINGTON PARK,3,UPTOWN,Night,Weekend/Holidays,0.017241379,2,24.5,11.3505,34.5
15098,34,ARMOUR SQUARE,21,AVONDALE,AM Period,Weekdays,0.017241379,2,24.5,7.4865,15.5
20262,48,CALUMET HEIGHTS,72,BEVERLY,Lunch Period,Weekdays,0.034482759,4,24.5,5.07955,11.25
14317,58,BRIGHTON PARK,70,ASHBURN,Lunch Period,Weekend/Holidays,0.017241379,2,24.5,0.483,17.75
16408,5,NORTH CENTER,25,AUSTIN,Night,Weekdays,0.017241379,2,24.5,0,26.625
16723,52,EAST SIDE,53,WEST PULLMAN,Lunch Period,Weekdays,0.017241379,2,24.5,0,11.25
27486,27,EAST GARFIELD PARK,41,HYDE PARK,AM Period,Weekdays,0.094827586,11,24.49848485,17.49338182,29.22727273
28879,62,WEST ELSDON,56,GARFIELD RIDGE,Lunch Period,Weekdays,0.120689655,14,24.49761905,2.7945,11
20307,21,AVONDALE,63,GAGE PARK,AM Period,Weekend/Holidays,0.034482759,4,24.49583333,22.560125,35.875
20605,66,CHICAGO LAWN,27,EAST GARFIELD PARK,PM Period,Weekend/Holidays,0.034482759,4,24.49583333,14.759675,25.3125
2074,41,HYDE PARK,71,AUBURN GRESHAM,Lunch Period,Weekdays,0.75,87,24.49559387,6.073031034,15.94827586
17461,26,WEST GARFIELD PARK,32,LOOP,AM Period,Weekend/Holidays,0.025862069,3,24.49444444,7.2289,18.58333333
29644,30,SOUTH LAWNDALE,33,NEAR SOUTH SIDE,PM Period,Weekdays,0.137931034,16,24.49375,8.19188125,21.885
27018,51,SOUTH DEERING,33,NEAR SOUTH SIDE,PM Period,Weekdays,0.086206897,10,24.49333333,17.07566,29.931
27714,30,SOUTH LAWNDALE,67,WEST ENGLEWOOD,PM Period,Weekdays,0.094827586,11,24.49242424,6.678572727,19.70454545
1067,8,NEAR NORTH SIDE,19,BELMONT CRAGIN,Night,Weekdays,2.905172414,337,24.49218595,11.32408071,25.09181009
25595,22,LOGAN SQUARE,31,LOWER WEST SIDE,PM Period,Weekend/Holidays,0.068965517,8,24.48958333,7.096075,20.70625
25396,21,AVONDALE,58,BRIGHTON PARK,Night,Weekdays,0.068965517,8,24.4875,18.2473375,38.07125
7444,6,LAKE VIEW,13,NORTH PARK,Lunch Period,Weekend/Holidays,0.25862069,30,24.48722222,8.29472,19.8
3481,8,NEAR NORTH SIDE,59,MCKINLEY PARK,AM Period,Weekdays,0.74137931,86,24.48604651,8.253496512,20.31848837
15379,38,GRAND BOULEVARD,2,WEST RIDGE,AM Period,Weekend/Holidays,0.017241379,2,24.48333333,24.6813,38.625
17209,31,LOWER WEST SIDE,18,MONTCLARE,Night,Weekdays,0.025862069,3,24.48333333,19.42733333,31.66666667
10493,73,WASHINGTON HEIGHTS,41,HYDE PARK,Night,Weekend/Holidays,0.00862069,1,24.48333333,16.2449,27.75
14785,26,WEST GARFIELD PARK,49,ROSELAND,AM Period,Weekend/Holidays,0.017241379,2,24.48333333,12.2038,41.875
9995,17,DUNNING,5,NORTH CENTER,PM Period,Weekdays,0.00862069,1,24.48333333,8.5813,18
26464,23,HUMBOLDT PARK,7,LINCOLN PARK,Lunch Period,Weekend/Holidays,0.077586207,9,24.48333333,7.420311111,16.97222222
16333,58,BRIGHTON PARK,44,CHATHAM,Lunch Period,Weekdays,0.017241379,2,24.48333333,7.3416,13.875
29664,21,AVONDALE,3,UPTOWN,Lunch Period,Weekend/Holidays,0.137931034,16,24.48229167,6.8163375,16.59375
22168,50,PULLMAN,71,AUBURN GRESHAM,PM Period,Weekend/Holidays,0.043103448,5,24.48,4.73662,16.7
26376,2,WEST RIDGE,9,EDISON PARK,PM Period,Weekdays,0.077586207,9,24.47962963,9.699355556,19.88888889
1235,6,LAKE VIEW,31,LOWER WEST SIDE,Night,Weekdays,1.146551724,133,24.47932331,12.27861053,29.14135338
3735,39,KENWOOD,77,EDGEWATER,Lunch Period,Weekdays,0.275862069,32,24.478125,19.76275,35.09375
23112,69,GREATER GRAND CROSSING,72,BEVERLY,Lunch Period,Weekdays,0.051724138,6,24.47777778,8.852316667,17.375
3704,40,WASHINGTON PARK,28,NEAR WEST SIDE,PM Period,Weekdays,0.413793103,48,24.47743056,7.629052083,23.87708333
21161,53,WEST PULLMAN,64,CLEARING,Night,Weekdays,0.034482759,4,24.475,24.3271,38
23428,24,WEST TOWN,71,AUBURN GRESHAM,Night,Weekend/Holidays,0.051724138,6,24.475,18.10713333,34.16666667
7033,28,NEAR WEST SIDE,1,ROGERS PARK,AM Period,Weekend/Holidays,0.318965517,37,24.47432432,15.41770811,30.32351351
5734,76,OHARE,22,LOGAN SQUARE,Night,Weekend/Holidays,20.75,2407,24.47321701,18.99567898,45.93299128
17801,57,ARCHER HEIGHTS,40,WASHINGTON PARK,Lunch Period,Weekdays,0.025862069,3,24.47222222,9.778066667,24
31090,43,SOUTH SHORE,50,PULLMAN,Lunch Period,Weekdays,0.189655172,22,24.4719697,8.710831818,18.31818182
4957,32,LOOP,16,IRVING PARK,PM Period,Weekend/Holidays,2.965517241,344,24.47073643,11.0586407,38.31264535
6163,38,GRAND BOULEVARD,44,CHATHAM,PM Period,Weekdays,0.344827586,40,24.47,7.4941475,18.53925
25072,69,GREATER GRAND CROSSING,70,ASHBURN,Lunch Period,Weekend/Holidays,0.060344828,7,24.46904762,5.9248,19.96428571
31324,14,ALBANY PARK,20,HERMOSA,PM Period,Weekdays,0.198275862,23,24.46811594,2.912,15.48913043
9795,54,RIVERDALE,27,EAST GARFIELD PARK,AM Period,Weekend/Holidays,0.00862069,1,24.46666667,32.4898,49.25
24545,3,UPTOWN,38,GRAND BOULEVARD,Night,Weekend/Holidays,0.060344828,7,24.46666667,15.1248,35.84285714
17815,45,AVALON PARK,75,MORGAN PARK,Lunch Period,Weekend/Holidays,0.025862069,3,24.46666667,15.04813333,28.62333333
16041,39,KENWOOD,63,GAGE PARK,Lunch Period,Weekend/Holidays,0.017241379,2,24.46666667,5.11175,19.125
29271,64,CLEARING,31,LOWER WEST SIDE,AM Period,Weekdays,0.129310345,15,24.46555556,13.66460667,24.01666667
28346,12,FOREST GLEN,24,WEST TOWN,Lunch Period,Weekdays,0.112068966,13,24.46538462,10.28294615,22.13461538
28071,42,WOODLAWN,70,ASHBURN,Lunch Period,Weekend/Holidays,0.103448276,12,24.46388889,7.980233333,20.95
2026,39,KENWOOD,56,GARFIELD RIDGE,AM Period,Weekdays,2.034482759,236,24.46228814,16.30732161,36.21114407
878,28,NEAR WEST SIDE,77,EDGEWATER,PM Period,Weekend/Holidays,3.327586207,386,24.45980138,12.89872772,29.73699482
13695,35,DOUGLAS,51,SOUTH DEERING,Night,Weekdays,0.017241379,2,24.45833333,11.1734,26.66
5632,23,HUMBOLDT PARK,32,LOOP,PM Period,Weekdays,0.853448276,99,24.45606061,8.652692929,19.04565657
23561,69,GREATER GRAND CROSSING,6,LAKE VIEW,Lunch Period,Weekend/Holidays,0.051724138,6,24.45555556,20.62141667,33.20833333
27704,53,WEST PULLMAN,70,ASHBURN,AM Period,Weekdays,0.094827586,11,24.4530303,10.08445455,18.52272727
28745,73,WASHINGTON HEIGHTS,32,LOOP,AM Period,Weekend/Holidays,0.120689655,14,24.45238095,19.9272,33.44142857
24820,25,AUSTIN,7,LINCOLN PARK,AM Period,Weekend/Holidays,0.060344828,7,24.45238095,13.4734,24.35714286
31142,62,WEST ELSDON,71,AUBURN GRESHAM,Lunch Period,Weekdays,0.189655172,22,24.45227273,8.454695455,20.46590909
3260,56,GARFIELD RIDGE,71,AUBURN GRESHAM,Night,Weekdays,0.620689655,72,24.45208333,11.37509722,30.29
19274,24,WEST TOWN,48,CALUMET HEIGHTS,Night,Weekend/Holidays,0.025862069,3,24.45,27.68663333,42.66666667
7768,68,ENGLEWOOD,55,HEGEWISCH,Lunch Period,Weekend/Holidays,0.00862069,1,24.45,25.4702,40
12316,39,KENWOOD,4,LINCOLN SQUARE,Night,Weekdays,0.00862069,1,24.45,23.506,37
16943,61,NEW CITY,53,WEST PULLMAN,Night,Weekend/Holidays,0.017241379,2,24.45,20.7207,33.125
25340,7,LINCOLN PARK,9,EDISON PARK,Night,Weekdays,0.068965517,8,24.45,18.8712125,33.3325
12909,39,KENWOOD,27,EAST GARFIELD PARK,PM Period,Weekdays,0.00862069,1,24.45,16.1966,27.75
17278,73,WASHINGTON HEIGHTS,32,LOOP,Night,Weekend/Holidays,0.025862069,3,24.45,16.14293333,28.91666667
12492,62,WEST ELSDON,69,GREATER GRAND CROSSING,PM Period,Weekend/Holidays,0.00862069,1,24.45,11.431,20.75
29552,13,NORTH PARK,8,NEAR NORTH SIDE,AM Period,Weekend/Holidays,0.137931034,16,24.44479167,12.803525,24.0375
21817,26,WEST GARFIELD PARK,39,KENWOOD,PM Period,Weekend/Holidays,0.043103448,5,24.44333333,17.89998,28.75
689,2,WEST RIDGE,13,NORTH PARK,Night,Weekdays,2.637931034,306,24.44232026,2.13409183,13.50062092
30387,14,ALBANY PARK,24,WEST TOWN,PM Period,Weekend/Holidays,0.163793103,19,24.44210526,8.897368421,20.48684211
23356,40,WASHINGTON PARK,27,EAST GARFIELD PARK,AM Period,Weekdays,0.051724138,6,24.44166667,16.79498333,28.125
15423,35,DOUGLAS,21,AVONDALE,Lunch Period,Weekdays,0.017241379,2,24.44166667,16.15635,26.875
14571,18,MONTCLARE,23,HUMBOLDT PARK,PM Period,Weekdays,0.017241379,2,24.44166667,7.5026,19.375
27953,68,ENGLEWOOD,39,KENWOOD,PM Period,Weekend/Holidays,0.103448276,12,24.44027778,5.3613,21.90166667
1452,8,NEAR NORTH SIDE,61,NEW CITY,PM Period,Weekdays,2.215517241,257,24.43897536,11.57477237,24.77801556
18921,34,ARMOUR SQUARE,53,WEST PULLMAN,AM Period,Weekdays,0.025862069,3,24.43888889,22.7654,37
26894,50,PULLMAN,31,LOWER WEST SIDE,AM Period,Weekdays,0.086206897,10,24.43833333,17.86778,29.025
20293,38,GRAND BOULEVARD,50,PULLMAN,Lunch Period,Weekend/Holidays,0.034482759,4,24.4375,4.689125,23.3125
2791,6,LAKE VIEW,11,JEFFERSON PARK,AM Period,Weekend/Holidays,0.275862069,32,24.43645833,13.88926875,30.0709375
7990,65,WEST LAWN,34,ARMOUR SQUARE,PM Period,Weekdays,0.00862069,1,24.43333333,16.905,28.5
14062,26,WEST GARFIELD PARK,16,IRVING PARK,Lunch Period,Weekdays,0.017241379,2,24.43333333,13.77355,29
11051,27,EAST GARFIELD PARK,66,CHICAGO LAWN,Lunch Period,Weekend/Holidays,0.00862069,1,24.43333333,13.2503,23.25
20866,22,LOGAN SQUARE,35,DOUGLAS,AM Period,Weekdays,0.034482759,4,24.43333333,12.74315,26.595
9322,62,WEST ELSDON,26,WEST GARFIELD PARK,Lunch Period,Weekdays,0.00862069,1,24.43333333,9.3863,18
15544,7,LINCOLN PARK,58,BRIGHTON PARK,PM Period,Weekdays,0.017241379,2,24.43333333,8.211,33.7
17253,17,DUNNING,23,HUMBOLDT PARK,Night,Weekdays,0.025862069,3,24.43333333,4.4114,14
1381,76,OHARE,14,ALBANY PARK,Night,Weekend/Holidays,4.870689655,565,24.4319764,15.44027044,37.68902655
28165,24,WEST TOWN,39,KENWOOD,Lunch Period,Weekdays,0.103448276,12,24.43055556,15.92021667,27.37916667
7221,66,CHICAGO LAWN,38,GRAND BOULEVARD,AM Period,Weekdays,0.353448276,41,24.42804878,1.82597561,16.34756098
3682,41,HYDE PARK,43,SOUTH SHORE,PM Period,Weekend/Holidays,0.827586207,96,24.42690972,3.543844792,12.7728125
15273,63,GAGE PARK,30,SOUTH LAWNDALE,AM Period,Weekdays,0.017241379,2,24.425,7.68775,19.5
29816,25,AUSTIN,31,LOWER WEST SIDE,Lunch Period,Weekend/Holidays,0.146551724,17,24.42156863,13.60071176,24.26470588
26337,28,NEAR WEST SIDE,45,AVALON PARK,Night,Weekend/Holidays,0.077586207,9,24.41851852,14.89428889,32.41111111
10046,29,NORTH LAWNDALE,45,AVALON PARK,AM Period,Weekend/Holidays,0.00862069,1,24.41666667,26.6616,40.75
19635,21,AVONDALE,44,CHATHAM,Night,Weekend/Holidays,0.025862069,3,24.41666667,25.31456667,39.5
27959,43,SOUTH SHORE,75,MORGAN PARK,AM Period,Weekend/Holidays,0.103448276,12,24.41666667,17.351775,29.16666667
30892,75,MORGAN PARK,46,SOUTH CHICAGO,Night,Weekdays,0.181034483,21,24.41666667,13.99473333,24
4503,28,NEAR WEST SIDE,16,IRVING PARK,Lunch Period,Weekdays,2.655172414,308,24.41655844,11.73757955,24.93766234
28324,3,UPTOWN,34,ARMOUR SQUARE,Lunch Period,Weekend/Holidays,0.112068966,13,24.41538462,11.76538462,28.42307692
25941,72,BEVERLY,69,GREATER GRAND CROSSING,PM Period,Weekdays,0.077586207,9,24.41481481,9.266444444,18.69444444
25814,66,CHICAGO LAWN,73,WASHINGTON HEIGHTS,PM Period,Weekdays,0.068965517,8,24.41041667,8.7402875,17.125
6336,35,DOUGLAS,28,NEAR WEST SIDE,PM Period,Weekend/Holidays,1.215517241,141,24.40945626,6.503943262,16.8893617
21809,75,MORGAN PARK,70,ASHBURN,Night,Weekdays,0.043103448,5,24.40666667,5.09082,15.6
22664,43,SOUTH SHORE,31,LOWER WEST SIDE,Lunch Period,Weekend/Holidays,0.043103448,5,24.40333333,14.65744,30.5
1039,56,GARFIELD RIDGE,39,KENWOOD,Lunch Period,Weekend/Holidays,0.732758621,85,24.40235294,17.73822235,41.70941176
680,28,NEAR WEST SIDE,77,EDGEWATER,Night,Weekend/Holidays,4.310344828,500,24.4019,12.8398144,29.90504
31075,38,GRAND BOULEVARD,71,AUBURN GRESHAM,Lunch Period,Weekdays,0.189655172,22,24.40151515,5.702327273,15.22727273
3868,28,NEAR WEST SIDE,66,CHICAGO LAWN,AM Period,Weekend/Holidays,0.275862069,32,24.40052083,12.42366563,29.646875
16840,49,ROSELAND,22,LOGAN SQUARE,Lunch Period,Weekdays,0.017241379,2,24.4,29.1088,44.625
8674,19,BELMONT CRAGIN,37,FULLER PARK,Night,Weekend/Holidays,0.00862069,1,24.4,23.8441,38.25
10942,60,BRIDGEPORT,48,CALUMET HEIGHTS,Lunch Period,Weekdays,0.00862069,1,24.4,18.5633,30.75
11802,39,KENWOOD,31,LOWER WEST SIDE,Night,Weekend/Holidays,0.00862069,1,24.4,9.338,19.75
21617,33,NEAR SOUTH SIDE,53,WEST PULLMAN,Night,Weekdays,0.043103448,5,24.4,0.2898,21.9
23472,22,LOGAN SQUARE,29,NORTH LAWNDALE,PM Period,Weekdays,0.051724138,6,24.39722222,5.146633333,14.91666667
28493,44,CHATHAM,47,BURNSIDE,PM Period,Weekdays,0.112068966,13,24.39487179,0.894169231,5.755384615
31808,20,HERMOSA,7,LINCOLN PARK,PM Period,Weekdays,0.232758621,27,24.39444444,6.688059259,17.61666667
1245,5,NORTH CENTER,28,NEAR WEST SIDE,Lunch Period,Weekdays,1.267241379,147,24.39319728,7.425057143,19.5255102
15111,27,EAST GARFIELD PARK,49,ROSELAND,Lunch Period,Weekend/Holidays,0.017241379,2,24.39166667,23.7314,36.875
14851,23,HUMBOLDT PARK,42,WOODLAWN,PM Period,Weekend/Holidays,0.017241379,2,24.39166667,21.1715,33.5
15681,26,WEST GARFIELD PARK,68,ENGLEWOOD,PM Period,Weekend/Holidays,0.017241379,2,24.39166667,19.03825,31.125
20029,25,AUSTIN,10,NORWOOD PARK,AM Period,Weekend/Holidays,0.034482759,4,24.39166667,10.935925,20.9625
20391,19,BELMONT CRAGIN,13,NORTH PARK,Night,Weekend/Holidays,0.034482759,4,24.39166667,4.14575,21.5625
17524,48,CALUMET HEIGHTS,24,WEST TOWN,Night,Weekdays,0.025862069,3,24.38888889,21.65986667,34.66666667
28583,25,AUSTIN,34,ARMOUR SQUARE,Lunch Period,Weekend/Holidays,0.112068966,13,24.38717949,16.36131538,27.34615385
21575,73,WASHINGTON HEIGHTS,24,WEST TOWN,PM Period,Weekend/Holidays,0.043103448,5,24.38666667,23.4738,37.15
29360,38,GRAND BOULEVARD,69,GREATER GRAND CROSSING,Night,Weekdays,0.137931034,16,24.38541667,5.2787875,18.065625
10151,17,DUNNING,35,DOUGLAS,Night,Weekend/Holidays,0.00862069,1,24.38333333,30.268,46.25
11954,28,NEAR WEST SIDE,9,EDISON PARK,AM Period,Weekend/Holidays,0.00862069,1,24.38333333,20.4148,39.9
11096,37,FULLER PARK,52,EAST SIDE,Night,Weekend/Holidays,0.00862069,1,24.38333333,19.2878,31.5
12700,62,WEST ELSDON,69,GREATER GRAND CROSSING,AM Period,Weekdays,0.00862069,1,24.38333333,13.5884,23.75
8553,52,EAST SIDE,40,WASHINGTON PARK,PM Period,Weekend/Holidays,0.00862069,1,24.38333333,10.7387,19.5
22748,60,BRIDGEPORT,24,WEST TOWN,PM Period,Weekend/Holidays,0.043103448,5,24.38333333,7.81172,20.028
26746,53,WEST PULLMAN,43,SOUTH SHORE,AM Period,Weekdays,0.086206897,10,24.37666667,2.898,10.975
31552,49,ROSELAND,28,NEAR WEST SIDE,PM Period,Weekend/Holidays,0.215517241,25,24.376,18.208456,34.71
25065,35,DOUGLAS,75,MORGAN PARK,PM Period,Weekend/Holidays,0.060344828,7,24.37380952,18.1562,35.25
26421,29,NORTH LAWNDALE,44,CHATHAM,AM Period,Weekdays,0.077586207,9,24.37222222,20.6724,35.19444444
18276,52,EAST SIDE,35,DOUGLAS,AM Period,Weekend/Holidays,0.025862069,3,24.37222222,17.86563333,29.83333333
24120,16,IRVING PARK,30,SOUTH LAWNDALE,Night,Weekdays,0.051724138,6,24.37222222,13.91845,28.875
18519,29,NORTH LAWNDALE,36,OAKLAND,PM Period,Weekend/Holidays,0.025862069,3,24.37222222,10.9158,26.71666667
25518,6,LAKE VIEW,58,BRIGHTON PARK,AM Period,Weekend/Holidays,0.068965517,8,24.37083333,13.7715375,37.38875
30094,29,NORTH LAWNDALE,68,ENGLEWOOD,Lunch Period,Weekdays,0.155172414,18,24.36851852,14.51415,25.19777778
8486,55,HEGEWISCH,34,ARMOUR SQUARE,Night,Weekend/Holidays,0.00862069,1,24.36666667,27.0641,41.5
31315,69,GREATER GRAND CROSSING,26,WEST GARFIELD PARK,AM Period,Weekend/Holidays,0.198275862,23,24.36666667,21.9429,36.47826087
24506,41,HYDE PARK,22,LOGAN SQUARE,AM Period,Weekdays,0.060344828,7,24.36666667,18.2137,35.06428571
22876,25,AUSTIN,11,JEFFERSON PARK,AM Period,Weekdays,0.043103448,5,24.36666667,11.41168,25.97
10333,43,SOUTH SHORE,63,GAGE PARK,Night,Weekdays,0.00862069,1,24.36666667,11.0929,21.25
24451,34,ARMOUR SQUARE,73,WASHINGTON HEIGHTS,PM Period,Weekdays,0.060344828,7,24.36666667,10.8882,19.92857143
7402,35,DOUGLAS,7,LINCOLN PARK,AM Period,Weekdays,0.293103448,34,24.36568627,10.58006765,25.51147059
7385,2,WEST RIDGE,11,JEFFERSON PARK,Lunch Period,Weekdays,0.275862069,32,24.3640625,8.34885625,22.019375
19793,20,HERMOSA,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.034482759,4,24.3625,6.35145,17.6875
23159,17,DUNNING,14,ALBANY PARK,AM Period,Weekend/Holidays,0.051724138,6,24.36111111,2.742366667,7.916666667
3477,48,CALUMET HEIGHTS,33,NEAR SOUTH SIDE,AM Period,Weekdays,0.793103448,92,24.35434783,15.103375,26.61956522
29824,24,WEST TOWN,59,MCKINLEY PARK,AM Period,Weekdays,0.146551724,17,24.35392157,9.744288235,23.09117647
2353,35,DOUGLAS,39,KENWOOD,PM Period,Weekend/Holidays,0.620689655,72,24.35347222,3.613331944,11.93333333
17067,24,WEST TOWN,50,PULLMAN,AM Period,Weekend/Holidays,0.017241379,2,24.35,26.3235,41.125
9239,57,ARCHER HEIGHTS,39,KENWOOD,Night,Weekdays,0.00862069,1,24.35,16.2288,28.5
8771,52,EAST SIDE,44,CHATHAM,PM Period,Weekend/Holidays,0.00862069,1,24.35,12.1233,22.75
31887,36,OAKLAND,69,GREATER GRAND CROSSING,PM Period,Weekdays,0.24137931,28,24.34702381,8.033325,18.28571429
21545,26,WEST GARFIELD PARK,34,ARMOUR SQUARE,Lunch Period,Weekend/Holidays,0.043103448,5,24.34666667,10.15588,23
27138,53,WEST PULLMAN,40,WASHINGTON PARK,AM Period,Weekdays,0.086206897,10,24.345,12.70129,22.4
30300,34,ARMOUR SQUARE,42,WOODLAWN,PM Period,Weekdays,0.163793103,19,24.34385965,11.03358421,21.90315789
21013,53,WEST PULLMAN,42,WOODLAWN,PM Period,Weekend/Holidays,0.034482759,4,24.34166667,11.926075,20.75
24361,26,WEST GARFIELD PARK,44,CHATHAM,Night,Weekdays,0.060344828,7,24.34047619,20.3412,37
17470,7,LINCOLN PARK,73,WASHINGTON HEIGHTS,Night,Weekend/Holidays,0.025862069,3,24.33888889,3.112666667,40.31666667
30896,11,JEFFERSON PARK,32,LOOP,Lunch Period,Weekend/Holidays,0.181034483,21,24.33809524,9.154,28.59238095
23043,60,BRIDGEPORT,6,LAKE VIEW,Night,Weekend/Holidays,0.051724138,6,24.33611111,16.04096667,28.725
31337,29,NORTH LAWNDALE,33,NEAR SOUTH SIDE,PM Period,Weekdays,0.206896552,24,24.33611111,6.645945833,16.07208333
7580,53,WEST PULLMAN,7,LINCOLN PARK,Lunch Period,Weekend/Holidays,0.00862069,1,24.33333333,30.751,46.75
16649,29,NORTH LAWNDALE,50,PULLMAN,Night,Weekend/Holidays,0.017241379,2,24.33333333,28.6258,43.625
17392,46,SOUTH CHICAGO,30,SOUTH LAWNDALE,AM Period,Weekend/Holidays,0.025862069,3,24.33333333,23.62406667,37.41666667
15297,64,CLEARING,22,LOGAN SQUARE,Night,Weekdays,0.017241379,2,24.33333333,21.7511,38.875
10189,67,WEST ENGLEWOOD,53,WEST PULLMAN,PM Period,Weekdays,0.00862069,1,24.33333333,18.5311,30
20114,38,GRAND BOULEVARD,54,RIVERDALE,Lunch Period,Weekdays,0.034482759,4,24.33333333,14.3773,24.3125
26535,40,WASHINGTON PARK,30,SOUTH LAWNDALE,Night,Weekdays,0.077586207,9,24.33333333,11.30577778,26.44444444
23235,36,OAKLAND,71,AUBURN GRESHAM,PM Period,Weekend/Holidays,0.051724138,6,24.33333333,7.593833333,25.125
17320,18,MONTCLARE,14,ALBANY PARK,Night,Weekdays,0.025862069,3,24.33333333,6.869333333,19.5
3322,32,LOOP,58,BRIGHTON PARK,Lunch Period,Weekdays,0.629310345,73,24.32785388,11.14958082,25.5560274
5368,8,NEAR NORTH SIDE,13,NORTH PARK,AM Period,Weekdays,1.629310345,189,24.32486772,11.8697037,26.48058201
6153,33,NEAR SOUTH SIDE,56,GARFIELD RIDGE,Lunch Period,Weekend/Holidays,7.448275862,864,24.32432485,15.12963958,33.43248843
24514,75,MORGAN PARK,33,NEAR SOUTH SIDE,PM Period,Weekend/Holidays,0.060344828,7,24.32380952,20.2699,37.17857143
27111,38,GRAND BOULEVARD,53,WEST PULLMAN,AM Period,Weekend/Holidays,0.086206897,10,24.32333333,17.20929,28.425
832,4,LINCOLN SQUARE,7,LINCOLN PARK,PM Period,Weekend/Holidays,0.862068966,100,24.32233333,6.234725,17.1835
11968,74,MOUNT GREENWOOD,34,ARMOUR SQUARE,Lunch Period,Weekdays,0.00862069,1,24.31666667,26.3235,40.75
17643,29,NORTH LAWNDALE,38,GRAND BOULEVARD,Lunch Period,Weekdays,0.025862069,3,24.31666667,8.667166667,23.83333333
24305,50,PULLMAN,35,DOUGLAS,Lunch Period,Weekdays,0.060344828,7,24.31666667,7.6015,18.25
22278,40,WASHINGTON PARK,48,CALUMET HEIGHTS,AM Period,Weekdays,0.043103448,5,24.31333333,10.33942,24.5
20903,71,AUBURN GRESHAM,36,OAKLAND,AM Period,Weekdays,0.034482759,4,24.3125,7.9856,14.9375
31770,6,LAKE VIEW,34,ARMOUR SQUARE,AM Period,Weekdays,0.232758621,27,24.31234568,14.86447407,29.65925926
23484,68,ENGLEWOOD,29,NORTH LAWNDALE,Lunch Period,Weekdays,0.051724138,6,24.31111111,15.31646667,30.125
27528,42,WOODLAWN,7,LINCOLN PARK,Night,Weekdays,0.094827586,11,24.31060606,19.84105455,32.65909091
7398,28,NEAR WEST SIDE,39,KENWOOD,PM Period,Weekend/Holidays,1.120689655,130,24.30794872,9.855800769,22.80392308
28158,71,AUBURN GRESHAM,43,SOUTH SHORE,PM Period,Weekend/Holidays,0.103448276,12,24.30694444,5.19225,15.16666667
21891,19,BELMONT CRAGIN,3,UPTOWN,Night,Weekdays,0.043103448,5,24.30666667,10.47466,22.85
4559,76,OHARE,5,NORTH CENTER,AM Period,Weekend/Holidays,4.060344828,471,24.30626327,19.8253896,43.62346072
386,61,NEW CITY,45,AVALON PARK,PM Period,Weekdays,1.206896552,140,24.30488095,10.03421,22.4875
2637,21,AVONDALE,15,PORTAGE PARK,PM Period,Weekdays,0.922413793,107,24.30342679,3.832853271,15.59560748
13279,38,GRAND BOULEVARD,1,ROGERS PARK,AM Period,Weekend/Holidays,0.00862069,1,24.3,25.6634,39.5
13527,70,ASHBURN,54,RIVERDALE,Night,Weekdays,0.00862069,1,24.3,20.2216,33
14439,46,SOUTH CHICAGO,55,HEGEWISCH,PM Period,Weekend/Holidays,0.017241379,2,24.3,10.0625,18.75
12524,31,LOWER WEST SIDE,1,ROGERS PARK,AM Period,Weekdays,0.00862069,1,24.3,7.3255,16.25
4465,76,OHARE,21,AVONDALE,Night,Weekdays,18.01724138,2090,24.29966507,18.15134799,61.65823923
29486,20,HERMOSA,4,LINCOLN SQUARE,AM Period,Weekdays,0.137931034,16,24.29895833,7.52171875,16.5
26629,20,HERMOSA,4,LINCOLN SQUARE,Lunch Period,Weekdays,0.077586207,9,24.29814815,8.166277778,17.36111111
4689,41,HYDE PARK,56,GARFIELD RIDGE,AM Period,Weekend/Holidays,1.456896552,169,24.29615385,16.46248817,37.46502959
404,16,IRVING PARK,2,WEST RIDGE,PM Period,Weekdays,1.577586207,183,24.2931694,5.66104153,16.42016393
25094,70,ASHBURN,59,MCKINLEY PARK,AM Period,Weekdays,0.060344828,7,24.29285714,16.1966,27.03571429
25028,73,WASHINGTON HEIGHTS,46,SOUTH CHICAGO,AM Period,Weekend/Holidays,0.060344828,7,24.29285714,2.875,7.892857143
